fam,tf,period,mult,side,n_tr_months,total_all,mean_in_bleed,mean_normal,hedge_edge,wr_bleed,mIS,mOOS,tot_bleed,squeeze
bb,H4,60,2.5,short,121,-18628.34809511176,56.28065001778772,-198.10241745485305,254.3830674726408,0.5238095238095238,162.90170901993935,-61.00251488457907,1181.8936503735422,
bb,H4,60,3.0,both,121,-17006.446764586333,-21.76018995411899,-165.49482775549833,143.73463780137934,0.38095238095238093,4.7052969430943365,-50.87222554105365,-456.9639890364988,
bb,H4,60,3.0,long,121,-7320.065642589905,-9.182470427354755,-71.27233763615455,62.08986720879979,0.42857142857142855,51.028418900258245,-75.41444868772905,-192.83187897444986,
bb,H4,60,3.0,short,120,-9642.096506227397,-6.751488500601097,-95.00315247714774,88.25166397654664,0.3333333333333333,-42.44319820005628,32.50939216879961,-141.78125851262303,
bb,D1,10,1.5,both,121,-46352.35962672161,38.987832940012986,-471.711041184619,510.69887412463197,0.47619047619047616,79.48407811070295,-5.558036747745973,818.7444917402727,
bb,D1,10,1.5,long,121,-22066.205245824265,-52.188460933296916,-209.7024756622503,157.51401472895338,0.38095238095238093,-8.414587071041586,-100.33972218177777,-1095.9576795992352,
bb,D1,10,1.5,short,121,-25139.848144802007,87.79651040285769,-269.83574863262015,357.63225903547783,0.47619047619047616,83.52214710572463,92.49831002970404,1843.7267184600114,
bb,D1,10,2.0,both,121,-27993.992775568855,-40.575622329958215,-271.4190470663973,230.8434247364391,0.42857142857142855,54.40604915855891,-145.05546096732706,-852.0880689291225,
bb,D1,10,2.0,long,121,-12960.479389958498,-122.64153186615692,-103.85007220769202,-18.791459658464902,0.3333333333333333,-12.505727374457075,-243.79091680702678,-2575.4721691892955,
bb,D1,10,2.0,short,121,-15046.425849405205,80.2127713008941,-167.3089404672398,247.5217117681339,0.42857142857142855,72.06735566042765,89.1727285054072,1684.4681973187762,
bb,D1,10,2.5,both,120,-7659.472325779272,-70.5341391755344,-61.7825540309305,-8.751585144603908,0.47619047619047616,-91.95883365909388,-46.96697524361898,-1481.2169226862225,
bb,D1,10,2.5,long,103,-3322.5212931805854,-86.91747565577082,-14.972543044093982,-71.94493261167683,0.23809523809523808,-100.15139103655846,-72.36016873690441,-1825.2669887711872,
bb,D1,10,2.5,short,110,-4346.90195280369,18.136028591170803,-47.27758553218277,65.41361412335357,0.5238095238095238,7.777211822167208,29.530727037074758,380.85660041458686,
bb,D1,20,1.5,both,120,-37451.07837805533,-91.20891892987467,-355.3569108052797,264.14799187540507,0.47619047619047616,101.1556556213537,-302.80995093622585,-1915.387297527368,
