orig,instr,dir,entry_d0,year,bars_held_d0,ret_d0,mae_h4_d0,mae_m1_d0,mae_m1_8h_d0,mae_h4_d1,mae_m1_d1,mae_m1_8h_d1,d_h4,d_m1,hid_d0,hid_d1
24,EURUSD,1,2016-10-21 00:00:00+00:00,2016,20,0.0011371243592211613,-0.003567269159169828,-0.0048969710308400805,-0.002411804084477498,-0.0014886396260926915,-0.0028211153504226205,-0.0019205455505307834,0.0020786295330771365,0.00207585568041746,-0.0013297018716702524,-0.001332475724329929
26,EURCHF,1,2016-10-21 12:00:00+00:00,2016,16,0.0016416712637437913,-0.0013167984513193787,-0.001549724177687506,-0.0008296625562015381,-0.0009175085242005832,-0.0011505273780951786,-0.0004301778641605525,0.0003992899271187955,0.00039919679959232734,-0.00023292572636812725,-0.00023301885389459542
25,USDCAD,-1,2016-10-21 12:00:00+00:00,2016,44,-0.003910061090013758,-0.007092145355207524,-0.007790102517148512,-0.002161415727301108,-0.007039243524805894,-0.007737164023556398,-0.0009680856378271319,5.2901830401630434e-05,5.2938493592114e-05,-0.0006979571619409874,-0.0006979204987505039
27,AUDCAD,-1,2016-10-26 00:00:00+00:00,2016,10,0.009871775894750594,-0.0014287985525076596,-0.0023515976339580913,-0.0023515976339580913,0.0011546479652307928,-0.0006363164151550471,-0.0006363164151550471,0.0025834465177384525,0.0017152812188030442,-0.0009227990814504317,-0.00179096438038584
28,AUDCAD,-1,2016-11-01 08:00:00+00:00,2016,5,0.006191493997108177,0.002939153199082223,-0.00025843493732780054,-0.00025843493732780054,-0.0002851205153342473,-0.0009742870360507361,-0.0009742870360507361,-0.00322427371441647,-0.0007158520987229355,-0.0031975881364100234,-0.0006891665207164888
29,AUDUSD,-1,2016-11-08 16:00:00+00:00,2016,2,0.0166279669762643,0.0010835913312693402,-0.003237874097007154,-0.003237874097007154,0.0,-0.0035256152942253483,-0.0035256152942253483,-0.0010835913312693402,-0.00028774119721819424,-0.004321465428276494,-0.0035256152942253483
30,EURCAD,1,2016-11-16 04:00:00+00:00,2016,45,-0.004489896560423069,-0.013121681514359884,-0.014243974195867648,-0.004582609519529268,-0.01612562394238015,-0.017244500495942283,-0.008241297157167371,-0.0030039424280202676,-0.003000526300074635,-0.0011222926815077638,-0.0011188765535621314
31,EURJPY,-1,2016-11-16 08:00:00+00:00,2016,53,-0.011026138111024103,-0.022641375227748783,-0.024331601813748938,-0.0004621651287712858,-0.025800897383331245,-0.027496346042754194,0.00012162507114521492,-0.0031595221555824615,-0.0031647442290052563,-0.0016902265860001542,-0.001695448659422949
32,AUDUSD,1,2016-11-18 12:00:00+00:00,2016,16,0.009786440539547222,-0.004028910152581444,-0.004763914031768568,-0.0021233445398741724,-0.0034320410285804126,-0.004167485383526293,-0.0013619013628067833,0.0005968691240010315,0.0005964286482422754,-0.0007350038791871238,-0.00073544435494588
33,AUDNZD,1,2016-11-21 12:00:00+00:00,2016,10,0.01064473417150901,0.00010539865847980501,-0.0003573033315286134,-0.0003573033315286134,-0.0019138949781235537,-0.002375662735414674,-0.002375662735414674,-0.0020192936366033587,-0.002018359403886061,-0.0004627019900084184,-0.0004617677572911205
34,GBPJPY,-1,2016-11-21 16:00:00+00:00,2016,29,-0.003981135333454,-0.01829862578859065,-0.021305668264938182,-0.0008090661336388472,-0.022261438175755988,-0.025280182862901235,-0.004112622172259828,-0.003962812387165338,-0.0039745145979630525,-0.0030070424763475323,-0.0030187446871452472
35,GBPCHF,-1,2016-11-23 12:00:00+00:00,2016,18,0.0028555215330283634,-0.0041512705274884265,-0.005779769614435937,-0.004588019470189275,-0.001416133049386037,-0.0030401963814661315,-0.0012706425834125845,0.0027351374781023896,0.0027395732329698053,-0.0016284990869475102,-0.0016240633320800946
36,GBPCHF,-1,2016-11-30 12:00:00+00:00,2016,29,-0.0024214913790176706,-0.01402596708805981,-0.014343383626047368,-0.0008773858400270562,-0.015409393984341158,-0.015727243570978544,-0.002712652852768338,-0.0013834268962813479,-0.0013838599449311761,-0.0003174165379875582,-0.0003178495866373865
37,GBPJPY,-1,2016-11-30 16:00:00+00:00,2016,29,-0.00475763223708663,-0.01907398903420887,-0.021774676917772018,-0.005515797661439281,-0.014918228983512805,-0.01760790352463304,-0.00023896627752639787,0.004155760050696067,0.004166773393138978,-0.0027006878835631465,-0.002689674541120235
38,USDJPY,-1,2016-11-30 16:00:00+00:00,2016,15,0.00712307429786512,-0.003539660385118548,-0.004782260569758501,-0.004782260569758501,0.002332521614154426,-0.00022246983036144918,0.0006757012235127924,0.005872181999272974,0.004559790739397052,-0.0012426001846399526,-0.002554991444515875
39,EURJPY,-1,2016-12-01 08:00:00+00:00,2016,10,0.01245721209421313,-0.0015846366510090526,-0.0032237841706765913,-0.0025295892443750745,-0.0023383392161797634,-0.003978720210927822,-0.003284002895925786,-0.0007537025651707108,-0.0007549360402512306,-0.0016391475196675387,-0.0016403809947480585
