orig,instr,dir,entry_d0,year,bars_held_d0,ret_d0,mae_h4_d0,mae_m1_d0,mae_m1_8h_d0,mae_h4_d1,mae_m1_d1,mae_m1_8h_d1,d_h4,d_m1,hid_d0,hid_d1
253,GBPAUD,1,2018-08-08 04:00:00+00:00,2018,13,0.00391788741720404,-0.005952184309311215,-0.007380004153239361,-0.003628319380557854,-0.0031175145701036744,-0.0045494060468453945,-0.002049771811848622,0.0028346697392075404,0.0028305981063939667,-0.0014278198439281464,-0.0014318914767417201
254,AUDCAD,1,2018-08-14 04:00:00+00:00,2018,13,0.0038341799675990582,-0.009228600124964403,-0.009912664834153095,-0.002985101918554167,-0.008563454477167443,-0.009247978427170178,-0.0048799104172198016,0.0006651456477969608,0.0006646864069829173,-0.000684064709188692,-0.0006845239500027356
255,EURCAD,1,2018-08-14 12:00:00+00:00,2018,12,0.0059096972507899255,-0.005101598691028331,-0.005225249757284556,-0.004609181185192379,-0.0020063348568351014,-0.00213037061832555,-0.00213037061832555,0.0030952638341932293,0.003094879138959006,-0.00012365106625622513,-0.0001240357614904486
256,AUDUSD,1,2018-08-14 12:00:00+00:00,2018,18,0.005705444347742184,-0.004047688120795034,-0.004918010139942086,-0.0019340489314378928,-0.003896310855683316,-0.0047667651572353975,-0.0047667651572353975,0.00015137726511171845,0.00015124498270668862,-0.0008703220191470518,-0.0008704543015520816
257,AUDCHF,1,2018-08-23 04:00:00+00:00,2018,11,0.005412179088285323,-0.003918174794045215,-0.005203905550507648,-0.002694187918250046,-0.003014093935792661,-0.004300991669240695,-0.003177341160834457,0.0009040808582525539,0.0009029138812669535,-0.0012857307564624332,-0.0012868977334480336
258,EURGBP,-1,2018-08-23 20:00:00+00:00,2018,23,0.0012545440207405436,-0.00960015475836462,-0.009916028222297202,-0.0017777295971457274,-0.008975178116725546,-0.009290856044300577,-0.001157595301244596,0.0006249766416390745,0.0006251721779966246,-0.0003158734639325811,-0.000315677927575031
259,AUDCAD,1,2018-08-29 04:00:00+00:00,2018,26,0.0005148529831141824,-0.007722978026784455,-0.008821854442669919,-0.0031369207701797963,-0.007019672904017948,-0.008119328180438812,-0.002430365146302793,0.0007033051227665066,0.0007025262622311068,-0.0010988764158854636,-0.0010996552764208634
260,AUDCHF,1,2018-08-29 12:00:00+00:00,2018,62,-0.021268431084384788,-0.030554558687145184,-0.030941215944864098,-0.0013728719178687232,-0.03034322712226878,-0.030729968668262053,-0.00434066765233454,0.0002113315648764047,0.00021124727660204456,-0.00038665725771891424,-0.00038674154599327437
261,AUDUSD,1,2018-08-31 08:00:00+00:00,2018,51,-0.009052028401777245,-0.017619621032817223,-0.01932206674140835,-0.006699054658196091,-0.013056827488365896,-0.014767180427654125,-0.0020855391217111663,0.004562793544451327,0.004554886313754225,-0.001702445708591127,-0.0017103529392882288
262,NZDUSD,1,2018-09-04 04:00:00+00:00,2018,39,-0.0013412793976438518,-0.007910500083829985,-0.009129844990778735,-0.0031550549467298517,-0.006714354142810963,-0.007935169193795333,-0.0019531754439716664,0.0011961459410190223,0.001194675796983402,-0.0012193449069487494,-0.0012208150509843696
263,USDCHF,1,2018-09-14 04:00:00+00:00,2018,20,0.004689088532481165,-0.0029358673776376243,-0.004045894972716124,-0.0004979563043343571,-0.003783368272984644,-0.004892452348634557,-0.0007152478394110151,-0.0008475008953470198,-0.000846557375918433,-0.0011100275950785,-0.0011090840756499132
264,USDJPY,-1,2018-09-14 12:00:00+00:00,2018,54,-0.004558816313603852,-0.00803368706536256,-0.009246992385617103,0.00028994428608997147,-0.008627558448822903,-0.009841578573868581,-0.0002990233262667452,-0.0005938713834603426,-0.000594586188251478,-0.001213305320254543,-0.0012140201250456784
266,GBPJPY,-1,2018-09-20 08:00:00+00:00,2018,7,0.01170888114083416,-0.004734388687147817,-0.005210310106347427,-0.002282179075885793,-0.004308851502272004,-0.004784571353511735,-0.002121956906939726,0.0004255371848758127,0.0004257387528356915,-0.00047592141919960973,-0.00047571985123973093
267,GBPUSD,-1,2018-09-20 08:00:00+00:00,2018,7,0.01592113240372199,0.00035020466261725947,-0.0014196468581371136,-0.0014196468581371136,-0.0028520582054925026,-0.0031996070040389846,-0.0031996070040389846,-0.003202262868109762,-0.001779960145901871,-0.001769851520754373,-0.000347548798546482
268,EURJPY,-1,2018-09-20 12:00:00+00:00,2018,29,0.003027634591801527,-0.005523555755792442,-0.0070245439601235304,-0.0024837226591196693,-0.003964733114189878,-0.00546339439700394,-0.003697825376415942,0.0015588226416025641,0.0015611495631195904,-0.0015009882043310885,-0.0014986612828140622
269,AUDCAD,1,2018-10-03 08:00:00+00:00,2018,23,0.0007994600058235774,-0.006417083007631885,-0.007536496104125212,-0.004581112128992371,-0.004493163844037196,-0.005614744510314185,-0.0028377424967613862,0.0019239191635946895,0.0019217515938110274,-0.0011194130964933269,-0.001121580666276989
270,NZDCAD,1,2018-10-03 12:00:00+00:00,2018,27,-9.639509355392363e-05,-0.007759785721167867,-0.008084051395154224,-0.0022594834995491864,-0.008476421772485088,-0.008800453248674511,-0.004084008951819484,-0.000716636051317221,-0.0007164018535202876,-0.00032426567398635697,-0.00032403147618942363
271,USDJPY,-1,2018-10-03 20:00:00+00:00,2018,10,0.008113076550239448,0.0018121242025561646,-0.00010043097990064531,-0.00010043097990064531,-0.00042443728504304445,-0.0017460944301626036,-0.0017460944301626036,-0.002236561487599209,-0.0016456634502619583,-0.0019125551824568099,-0.0013216571451195591
272,GBPCHF,-1,2018-10-04 12:00:00+00:00,2018,40,-0.005397557329761044,-0.014550214348017176,-0.015566890160120028,-0.0011340542620648097,-0.014989981439833766,-0.016007097940390125,-0.0015434990371627766,-0.0004397670918165897,-0.00044020778027009655,-0.0010166758121028519,-0.0010171165005563587
273,EURGBP,1,2018-10-05 04:00:00+00:00,2018,33,-0.0044920273253432905,-0.010566363693273906,-0.01150174139564919,-0.005291618947058985,-0.009718108582907115,-0.010654288197494588,-0.004438841725230902,0.0008482551103667912,0.0008474531981546018,-0.0009353777023752841,-0.0009361796145874735
274,AUDUSD,1,2018-10-05 12:00:00+00:00,2018,14,0.0076481021638878785,-0.00025540971975890336,-0.0007378503015255111,-0.0007378503015255111,-0.00042562005534863,-0.0009079784997632068,-0.00041143304227764244,-0.00017021033558972665,-0.00017012819823769565,-0.00048244058176660776,-0.00048235844441457676
275,EURCHF,-1,2018-10-12 08:00:00+00:00,2018,7,0.0035275568436052944,0.0009204744771011963,-0.00033656679463600625,-0.00033656679463600625,9.690878351931165e-05,-0.0007869747409363637,-0.0007869747409363637,-0.0008235656935818847,-0.0004504079463003574,-0.0012570412717372026,-0.0008838835244556753
276,EURUSD,1,2018-10-18 16:00:00+00:00,2018,10,0.006687152983902075,-0.0007245870726683146,-0.0017547229109194928,-0.0003230086950448685,-0.000672241125195594,-0.0017024309259838777,-0.0017024309259838777,5.234594747272059e-05,5.2291984935615154e-05,-0.0010301358382511783,-0.0010301898007882837
277,USDCHF,-1,2018-10-19 04:00:00+00:00,2018,15,0.0027380224056486597,-0.0002206464942280384,-0.0008926153630135492,-0.00013038201931636628,-0.001385608892249257,-0.0020583604068116212,-0.0017972926548919244,-0.0011649623980212187,-0.001165745043798072,-0.0006719688687855108,-0.0006727515145623642
278,GBPUSD,1,2018-10-25 12:00:00+00:00,2018,28,0.0018945521878957017,-0.009422083617581234,-0.010575967254653595,-0.0016255725562811518,-0.008726496478245083,-0.009881190376282212,-0.000456391532843492,0.0006955871393361512,0.0006947768783713837,-0.0011538836370723615,-0.001154693898037129
279,EURJPY,1,2018-10-26 00:00:00+00:00,2018,13,0.005599216389547007,-0.003932994802788414,-0.006518693572240664,-0.004279138974451757,-0.0035097368562787556,-0.006096534364616657,-0.006096534364616657,0.00042325794650965864,0.0004221592076240066,-0.0025856987694522493,-0.0025867975083379013
280,USDCHF,-1,2018-10-26 08:00:00+00:00,2018,2,0.00492886077464928,0.004330213716999709,-0.00025941372498139437,-0.00025941372498139437,0.0,-0.0008515947161273907,-0.0008515947161273907,-0.004330213716999709,-0.0005921809911459963,-0.004589627441981103,-0.0008515947161273907
281,EURUSD,1,2018-10-26 08:00:00+00:00,2018,25,0.005009922822491747,-0.002028665931642748,-0.0030253583241455217,0.00011466372657098489,-0.006436829102104857,-0.007429118980680771,0.0004126054579760563,-0.004408163170462109,-0.004403760656535249,-0.0009966923925027737,-0.0009922898785759138
282,AUDCHF,-1,2018-10-30 12:00:00+00:00,2018,54,-0.016923751552360033,-0.02366916451800627,-0.02476344198416469,-0.0003712052253463938,-0.023855572019300553,-0.02495004875054896,-0.0002923441700015683,-0.0001864075012942834,-0.00018660676638426743,-0.001094277466158422,-0.001094476731248406
283,EURAUD,1,2018-11-01 00:00:00+00:00,2018,77,-0.016018439941970174,-0.022451279969526894,-0.024353682102241647,-0.0019177428806546049,-0.02145146985386026,-0.023355817711486093,-0.00458511369556136,0.0009998101156666328,0.000997864390755554,-0.0019024021327147533,-0.0019043478576258321
284,AUDUSD,-1,2018-11-07 08:00:00+00:00,2018,14,0.00900975027769786,-0.00032912329781553673,-0.0009599429519615565,-0.0007816678323115944,-0.0019366184552960242,-0.0025684518153472613,-0.0008377778291197568,-0.0016074951574804874,-0.0016085088633857048,-0.0006308196541460198,-0.0006318333600512371
285,USDJPY,-1,2018-11-12 04:00:00+00:00,2018,15,0.0057812835325393944,0.0008628127696289623,-3.941784226735301e-05,-3.941784226735301e-05,-0.001681641977214543,-0.0023666245576676737,-0.00024142219267209164,-0.0025444547468435053,-0.0023272067154003206,-0.0009022306118963153,-0.0006849825804531307
286,USDCAD,-1,2018-11-12 12:00:00+00:00,2018,19,0.003805675980358818,-0.0027313101966393027,-0.0034652079503068034,-0.0023454464292469446,-0.0018975136473060594,-0.002630801146353834,-0.0015119707354356304,0.0008337965493332433,0.0008344068039529695,-0.0007338977536675007,-0.0007332874990477745
287,AUDNZD,1,2018-11-14 04:00:00+00:00,2018,19,0.00529446634385869,1.4373245820875624e-05,-0.0009482568776064682,-0.0009482568776064682,0.0012086798809831656,-0.0008491757580085801,-0.0008491757580085801,0.00119430663516229,9.908111959788801e-05,-0.0009626301234273438,-0.0020578556389917457
288,AUDCAD,-1,2018-11-15 00:00:00+00:00,2018,8,0.0070606272087577445,-0.0013920825650557411,-0.002630313870913392,-0.002630313870913392,0.0024674081416770077,-0.0013925891451895822,-0.0013925891451895822,0.003859490706732749,0.00123772472572381,-0.001238231305857651,-0.00385999728686659
289,AUDCHF,-1,2018-11-15 04:00:00+00:00,2018,14,0.007608648322974656,-0.0012094646172811085,-0.002373293497142326,-0.0009286435855468955,-0.0038812163991128745,-0.0050481509846165284,-0.004318431349118468,-0.002671751781831766,-0.0026748574874742026,-0.0011638288798612173,-0.001166934585503654
290,NZDCAD,-1,2018-11-16 16:00:00+00:00,2018,21,0.004903502801048635,-0.004571185830088531,-0.004881206823641904,-5.677798538172851e-05,-0.007121845811469241,-0.0074326539649101075,0.00044077259050268047,-0.0025506599813807096,-0.002551447141268204,-0.00031002099355337265,-0.0003108081534408669
291,EURCHF,1,2018-11-20 12:00:00+00:00,2018,42,-0.002115642517496957,-0.006109618858085586,-0.006877076953781258,-0.003329143345634278,-0.0035581125194382723,-0.004327540826570608,-0.0007704989955632513,0.0025515063386473136,0.00254953612721065,-0.0007674580956956722,-0.000769428307132336
292,EURCAD,-1,2018-11-21 08:00:00+00:00,2018,8,0.006741582744908222,0.00014024416493152447,-0.0010139641977291447,-0.0010139641977291447,0.003228721945300661,0.00017555635867516628,0.00017555635867516628,0.0030884777803691366,0.001189520556404311,-0.0011542083626606692,-0.0030531655866254948
293,USDCAD,-1,2018-11-28 12:00:00+00:00,2018,4,0.007449221762208716,0.006026757305103381,-6.737989533678324e-05,-6.737989533678324e-05,-0.0004141431727373579,-0.00106970280740315,-0.00106970280740315,-0.006440900477840739,-0.0010023229120663668,-0.006094137200440164,-0.0006555596346657921
294,AUDCAD,-1,2018-11-28 16:00:00+00:00,2018,27,0.0012873636533224557,-0.006947236629717635,-0.006947236629717635,-0.00020813747327430576,-0.008505888967557329,-0.008505888967557329,-0.0027265134979863603,-0.0015586523378396944,-0.0015586523378396944,0.0,0.0
295,NZDCAD,-1,2018-11-28 16:00:00+00:00,2018,42,0.0006898716533568759,-0.012214574827404956,-0.013790074697341614,-0.00016209886314211275,-0.013579706713472417,-0.015157331394849649,-0.0008700474044949225,-0.001365131886067461,-0.0013672566975080347,-0.0015754998699366585,-0.001577624681377232
296,NZDUSD,-1,2018-12-04 00:00:00+00:00,2018,11,0.00952873711895831,0.00011497722013820155,-0.001523448166831809,-0.001523448166831809,-0.0002156203033145676,-0.0018545874119455519,-0.0018545874119455519,-0.00033059752345276916,-0.00033113924511374293,-0.0016384253869700105,-0.0016389671086309843
297,EURGBP,-1,2018-12-07 16:00:00+00:00,2018,18,-0.0022185918846671883,-0.013127882206539265,-0.014442610227026309,0.0001257450626821477,-0.01560448902280398,-0.016922430916321396,-0.003546615804234765,-0.002476606816264715,-0.002479820689295087,-0.0013147280204870437,-0.0013179418935174159
298,GBPJPY,1,2018-12-10 08:00:00+00:00,2018,13,0.0052750239629609195,-0.006828699007619732,-0.009707752438123052,-0.009707752438123052,-0.00010370247346613848,-0.0030037327696065264,-0.0030037327696065264,0.006724996534153593,0.006704019668516525,-0.00287905343050332,-0.002900030296140388
299,EURCHF,1,2018-12-10 12:00:00+00:00,2018,11,0.002401928587170518,-0.0017774340042970849,-0.002493200184673472,-0.0015345831458957182,-0.0003887189699767202,-0.0011054809155157663,-0.00020456926980882972,0.0013887150343203647,0.0013877192691577056,-0.0007157661803763871,-0.0007167619455390462
300,USDCAD,-1,2018-12-18 12:00:00+00:00,2019,58,-0.00995276527689932,-0.015487038345668891,-0.016312716182541598,-0.003823409082456042,-0.011791813077921098,-0.012614486380525536,0.00012583260305121247,0.0036952252677477926,0.003698229802016062,-0.0008256778368727069,-0.0008226733026044375
301,EURCAD,-1,2018-12-19 16:00:00+00:00,2018,28,-0.004933150832577789,-0.012431510030536108,-0.01329612305966621,-0.001225625583325618,-0.012621052662180832,-0.013485827560066665,-0.004540287458220993,-0.00018954263164472351,-0.00018970450040045606,-0.0008646130291301013,-0.0008647748978858338
302,USDJPY,1,2018-12-20 04:00:00+00:00,2018,25,-0.004532431018992397,-0.014853321771313377,-0.016641263001685225,-0.0033836787784785605,-0.01358345056863386,-0.015373696486348898,-0.008051590682894627,0.0012698712026795178,0.001267566515336327,-0.0017879412303718478,-0.0017902459177150387
303,EURUSD,-1,2018-12-20 08:00:00+00:00,2018,8,0.008433556309468796,-0.0004535107839629404,-0.0015960091051008263,-0.0015960091051008263,-0.004861567089744723,-0.006009099324877365,-0.006009099324877365,-0.004408056305781782,-0.004413090219776539,-0.0011424983211378859,-0.0011475322351326422
304,GBPJPY,1,2018-12-20 12:00:00+00:00,2018,39,-0.004669034387818594,-0.011690592710965952,-0.012220480059785044,-0.0038512303555459093,-0.009510010552641446,-0.010041067032190543,-0.0007698148401601435,0.0021805821583245066,0.002179413027594501,-0.0005298873488190914,-0.0005310564795490968
305,EURAUD,-1,2018-12-21 20:00:00+00:00,2018,16,0.006393846050646717,-0.0029525355901143246,-0.003904260276375915,0.000848353528963286,-0.004989671179131294,-0.005943328950120508,-0.0004697046159718443,-0.0020371355890169696,-0.002039068673744593,-0.0009517246862615902,-0.0009536577709892136
306,AUDCHF,1,2018-12-24 12:00:00+00:00,2018,11,0.008417171963510058,-0.0074986842494579875,-0.008530962709723755,-0.005224752264112897,-0.004795582992435654,-0.005830672887970345,-0.0025154578985169262,0.0027031012570223334,0.00270028982175341,-0.0010322784602657675,-0.001035089895534691
307,USDJPY,1,2019-01-02 04:00:00+00:00,2019,24,-0.003997749550596399,-0.0197188767878953,-0.0385366589974524,-0.005475178732338604,-0.017912975188862812,-0.036765424048810114,-0.0022591187703943083,0.001805901599032489,0.0017712349486422863,-0.0188177822095571,-0.0188524488599473
308,GBPJPY,1,2019-01-02 08:00:00+00:00,2019,14,0.0004184069283672332,-0.02711863673382575,-0.04460584002247914,-0.00517935011798043,-0.023705426949995334,-0.04125398149442383,-0.04125398149442383,0.0034132097838304176,0.003351858528055307,-0.017487203288653386,-0.017548554544428496
309,NZDCAD,1,2019-01-08 12:00:00+00:00,2019,15,0.007345966037468958,0.00031734589681842174,-0.0007918620847472413,-0.0007918620847472413,-0.0001214140181271528,-0.0012767021172619408,-0.0012767021172619408,-0.00043875991494557454,-0.00048484003251469954,-0.001109207981565663,-0.001155288099134788
310,EURUSD,-1,2019-01-09 12:00:00+00:00,2019,12,0.0028062798112928,-0.0051433982919053545,-0.005186839155857159,-0.0038488605461384218,-0.002278551084153202,-0.0023218681334951086,-0.0023218681334951086,0.0028648472077521525,0.0028649710223620506,-4.344086395180469e-05,-4.331704934190661e-05
311,USDCHF,1,2019-01-09 12:00:00+00:00,2019,7,0.00719564371839758,-0.005527236995639617,-0.005527236995639617,-0.003684824663759634,-0.0036404434899190985,-0.0036404434899190985,-0.0036404434899190985,0.0018867935057205187,0.0018867935057205187,0.0,0.0
312,GBPCHF,-1,2019-01-17 12:00:00+00:00,2019,52,-0.013786710928030571,-0.021472635758741143,-0.022064631587832784,-0.0064378159387896705,-0.01608601320802361,-0.01667488721282817,-0.0007062764971963453,0.005386622550717535,0.0053897443750046126,-0.0005919958290916405,-0.0005888740048045626
313,GBPAUD,-1,2019-01-23 08:00:00+00:00,2019,28,-0.001186083311530697,-0.01332675513145487,-0.014410413382753617,-0.004764569830214782,-0.009722543923124771,-0.010802347807413515,-0.0007314517227658968,0.0036042112083300992,0.0036080655753401025,-0.001083658251298747,-0.0010798038842887436
314,GBPUSD,-1,2019-01-23 08:00:00+00:00,2019,28,-0.0035446709095303093,-0.013323205702163277,-0.013983036217790179,-0.0033797132806236974,-0.010795074153578721,-0.011453258463598237,-0.0011748685989911856,0.0025281315485845557,0.002529777754191942,-0.0006598305156269024,-0.0006581843100195162
315,EURGBP,1,2019-01-23 08:00:00+00:00,2019,27,0.00024117983789984036,-0.01126128290958539,-0.011684059530023383,-0.0023373555897874265,-0.00999043000334554,-0.010413750030132896,-0.0009687422540201052,0.00127085290623985,0.0012703094998904874,-0.00042277662043799236,-0.0004233200267873549
316,EURUSD,1,2019-01-24 16:00:00+00:00,2019,5,0.008655556637254418,0.0011947854253877566,-3.540104964117052e-05,-3.540104964117052e-05,0.0006894459720132584,-0.0006718318171665683,-0.0006718318171665683,-0.0005053394533744981,-0.0006364307675253977,-0.001230186475028927,-0.0013612777891798267
317,EURCHF,-1,2019-01-29 16:00:00+00:00,2019,34,-0.0026611871889460964,-0.005877234110172047,-0.006533935244729339,-0.0013394826019641481,-0.005579650675423098,-0.00623615752843909,-0.0019185427202346172,0.0002975834347489492,0.0002977777162902484,-0.0006567011345572915,-0.0006565068530159923
318,USDCHF,-1,2019-02-06 16:00:00+00:00,2019,14,0.0030724417931886523,-0.00024938650918748806,-0.007022724098717292,-0.00022943558845267553,-0.0005188502447772692,-0.007294012548097584,-0.0006286098697207976,-0.0002694637355897811,-0.0002712884493802914,-0.006773337589529804,-0.0067751623033203145
319,EURUSD,1,2019-02-11 12:00:00+00:00,2019,28,0.0036004717859583384,-0.0011617285811834632,-0.0037246259854739616,-0.0007449251970947923,-0.0011705865930087267,-0.003733461268719318,-0.0003015149036674769,-8.858011825263468e-06,-8.835283245356429e-06,-0.0025628974042904984,-0.0025628746757105914
320,AUDCAD,1,2019-02-22 20:00:00+00:00,2019,5,0.009705240510114666,0.0031242854759809813,0.0012068955331130393,0.0015533625806585238,-0.0014496828703091102,-0.002768482759585633,-0.002768482759585633,-0.0045739683462900915,-0.0039753782926986725,-0.001917389942867942,-0.001318799889276523
322,EURJPY,-1,2019-02-25 16:00:00+00:00,2019,9,0.0053688627710541895,0.000709758367228086,5.801814139738681e-05,5.801814139738681e-05,0.0013754759515647308,-0.00026473159852535844,-0.00026473159852535844,0.0006657175843366447,-0.00032274973992274525,-0.0006517402258306992,-0.0016402075500900892
321,USDJPY,-1,2019-02-25 16:00:00+00:00,2019,5,0.0035633461259858266,0.000823348915474087,4.499174401595418e-06,4.499174401595418e-06,0.0014274854447495766,-0.0003467058769499598,-0.0003467058769499598,0.0006041365292754897,-0.0003512050513515552,-0.0008188497410724915,-0.0017741913216995364
323,GBPUSD,-1,2019-02-26 08:00:00+00:00,2019,20,0.0017483377546345822,-0.009244998126781034,-0.010221342587161564,-0.00567263700042786,-0.007141229268247562,-0.00811553854086422,-0.0035763147203793366,0.0021037688585334724,0.0021058040462973437,-0.0009763444603805294,-0.000974309272616658
324,GBPJPY,-1,2019-02-26 08:00:00+00:00,2019,32,-0.0016665466865011102,-0.012242482378162611,-0.014081341353230137,-0.0037338080347324443,-0.01146432363074723,-0.013301768987811657,-0.002962190308351431,0.0007781587474153806,0.0007795723654184794,-0.0018388589750675255,-0.0018374453570644267
325,EURGBP,1,2019-02-26 08:00:00+00:00,2019,20,0.0008977314340722994,-0.007817342491023616,-0.008325148979886454,-0.004383230843292396,-0.005272152804124852,-0.005781261940064342,-0.0018292318252857154,0.0025451896868987633,0.0025438870398221125,-0.0005078064888628386,-0.0005091091359394895
326,GBPAUD,-1,2019-02-27 08:00:00+00:00,2019,26,0.0015784315250531424,-0.007069488784760214,-0.007924262501338486,-0.0064543482347827474,-0.002134191886927983,-0.002984776655157839,-0.0005859314346312594,0.004935296897832231,0.004939485846180647,-0.0008547737165782721,-0.0008505847682298562
327,AUDCAD,1,2019-02-28 16:00:00+00:00,2019,5,0.00779788208842119,4.650603293154809e-05,-0.000539559287119129,0.0004774025444080898,-0.0030286838511861536,-0.003612946992905486,-0.00336857198144902,-0.0030751898841177017,-0.0030733877057863568,-0.0005860653200506771,-0.0005842631417193322
328,AUDNZD,1,2019-03-10 20:00:00+00:00,2019,22,0.0001383619882135019,-0.003885600872835848,-0.005016918667058556,-0.000475038682738127,-0.004414273993627371,-0.005544991357508633,-0.0010291596969330685,-0.000528673120791523,-0.0005280726904500765,-0.0011313177942227082,-0.0011307173638812618
329,EURCAD,-1,2019-03-20 16:00:00+00:00,2019,11,0.0044006461606307945,-0.0008679576406123157,-0.0012869132249884174,-0.0003093395768973828,-0.001440054010409586,-0.001859249069900315,-0.0007479072025866618,-0.0005720963697972703,-0.0005723358449118976,-0.0004189555843761017,-0.000419195059490729
331,AUDCHF,1,2019-03-21 20:00:00+00:00,2019,15,0.004352156331845695,-0.0028289626786777156,-0.003789944597240469,-0.0006977655890302303,-0.0033880467633776723,-0.0043484898880161715,-0.001169533191413108,-0.0005590840846999567,-0.0005585452907757027,-0.0009609819185627533,-0.0009604431246384992
332,NZDCAD,-1,2019-03-22 12:00:00+00:00,2019,16,0.013048931555779636,-0.00510097273866994,-0.005373832243789067,-0.00028493905268489605,-0.005214067120766552,-0.0054869573281515205,-0.0003959636108910036,-0.00011309438209661238,-0.00011312508436245317,-0.0002728595051191274,-0.00027289020738496816
333,AUDCAD,-1,2019-03-25 12:00:00+00:00,2019,10,0.004411592534368561,-0.0016028015809679275,-0.0019563428953051076,-3.13213483058572e-05,-0.003431179436571341,-0.003785366123614242,-0.001245604475154538,-0.0018283778556034136,-0.0018290232283091346,-0.00035354131433718017,-0.00035418668704290113
334,AUDCAD,-1,2019-04-10 16:00:00+00:00,2019,36,-0.0015264912691760957,-0.005392078694388847,-0.006590183773716118,-0.00112514650099782,-0.005852827121744619,-0.007051481265504478,-0.0017044687805394254,-0.0004607484273557727,-0.00046129749178835944,-0.0011981050793272718,-0.0011986541437598586
335,EURAUD,1,2019-04-10 16:00:00+00:00,2019,5,0.004631164950545133,0.0004993227718959048,-0.0004097149083240881,-0.0004097149083240881,0.0008332422978776233,-4.8826911149491004e-05,-4.8826911149491004e-05,0.0003339195259817185,0.0003608879971745971,-0.0009090376802199929,-0.0008820692090271143
336,GBPUSD,1,2019-04-19 20:00:00+00:00,2019,34,-0.0033662123178719904,-0.008800680945466599,-0.00889311698165518,-3.466351357084285e-05,-0.009586511468278047,-0.009678874220458877,-0.0005041741704903124,-0.0007858305228114482,-0.0007857572388036971,-9.24360361885812e-05,-9.236275218083012e-05
337,NZDCAD,1,2019-04-22 00:00:00+00:00,2019,22,0.0012315426765320454,-0.0034358991850427234,-0.00485232077926967,-0.0003775065287552337,-0.004018171359395639,-0.0054337653672377195,-0.0016494949049363772,-0.0005822721743529158,-0.0005814445879680497,-0.0014164215942269465,-0.0014155940078420803
338,NZDUSD,1,2019-04-24 00:00:00+00:00,2019,13,0.00520053819523174,-0.0040818177695134406,-0.005034241915733206,-0.00015117843590783941,-0.005975484068385328,-0.006926097249065899,-0.003983723118388016,-0.0018936662988718878,-0.0018918553333326926,-0.0009524241462197658,-0.0009506131806805707
340,EURAUD,-1,2019-05-05 20:00:00+00:00,2019,8,0.0061064543488102314,-0.0006543411756667616,-0.0016339601635688705,-0.0016339601635688705,0.0015025293959820551,1.5758824115530423e-05,1.5758824115530423e-05,0.002156870571648817,0.001649718987684401,-0.0009796189879021089,-0.0014867705718665247
339,AUDCAD,1,2019-05-05 20:00:00+00:00,2019,8,0.004077311947483318,-0.0007466939413479645,-0.0010205016155824254,-0.0008589880817897466,-0.0012941906449819296,-0.0015678482983977338,-6.672788709349842e-05,-0.0005474967036339651,-0.0005473466828153084,-0.00027380767423446084,-0.00027365765341580417
341,NZDUSD,1,2019-05-08 00:00:00+00:00,2019,16,0.0029490453605739166,-0.0007144594430256168,-0.0014137176213060432,-0.0001672139121974281,-0.003199754307394609,-0.0038972733803954718,-0.002456744860067528,-0.002485294864368992,-0.0024835557590894286,-0.0006992581782804264,-0.0006975190730008629
342,EURAUD,-1,2019-05-09 12:00:00+00:00,2019,41,-0.0021080359210059155,-0.010085436132574621,-0.010455225589426131,-0.00032977662304611854,-0.013100513489180399,-0.01347140675743086,-0.001018828667699756,-0.0030150773566057776,-0.003016181168004728,-0.0003697894568515103,-0.00037089326825046065
343,AUDCAD,1,2019-05-10 16:00:00+00:00,2019,55,-0.010858455808227663,-0.018622323886239522,-0.019860957409699287,-0.0004907804398720517,-0.0182972986579093,-0.019536342407883933,-0.00015975017475322595,0.0003250252283302224,0.00032461500181535374,-0.0012386335234597645,-0.0012390437499746332
344,AUDUSD,1,2019-05-14 04:00:00+00:00,2019,25,-0.0021453665841158903,-0.011561942060703823,-0.011619535794505587,-0.0014542417784946249,-0.011789614076813226,-0.011847194544754469,-0.0016842419531396535,-0.00022767201610940369,-0.0002276587502488825,-5.7593733801764024e-05,-5.758046794124283e-05
345,AUDCHF,1,2019-05-15 04:00:00+00:00,2019,18,0.003823352589074747,-0.0044385446535143425,-0.004832036139986617,-0.0010382879319176253,-0.005418318391198107,-0.005811422626212925,-0.0010916528086143407,-0.0009797737376837645,-0.000979386486226308,-0.00039349148647227494,-0.0003931042350148184
346,GBPUSD,1,2019-05-15 16:00:00+00:00,2019,43,-0.009913133539175627,-0.01784441909271095,-0.018412886294878805,-9.734027434393777e-05,-0.018219054181177752,-0.018787304546253103,-0.001973321141281237,-0.0003746350884668015,-0.00037441825137429774,-0.000568467202167855,-0.0005682503650753512
347,GBPJPY,1,2019-05-17 08:00:00+00:00,2019,14,0.009736751050503242,0.0014265267890338773,-0.00017561672248411764,-0.00017561672248411764,-2.2929197942112012e-05,-0.0010494361335080526,4.470568434888911e-05,-0.0014494559869759893,-0.000873819411023935,-0.001602143511517995,-0.0010265069355659406
348,EURGBP,-1,2019-05-17 12:00:00+00:00,2019,50,-0.0050030101571021815,-0.006939714182363943,-0.008586456968920464,-0.0001832444049794102,-0.007226953481065834,-0.008874166016939578,-0.0004685563552877525,-0.00028723929870189124,-0.00028770904801911357,-0.001646742786556521,-0.0016472125358737433
