config,emp_k,emp_cagr,emp_p95,rob_mean5,rob_s0,rob_s1,rob_s2,rob_s3,rob_s4,worst_year,neg_years,k_is,oos_emp_cagr
baseline,8.269261851310727,0.24643242987359737,-0.2784085610965869,0.16408835165441676,0.16396128193638093,0.16407363793458263,0.1611924587326048,0.16729803780545582,0.1639163418630596,0.017887860939187483,0,9.646433038711546,0.3594522727064273
limit_a,8.355396723747255,0.24207075595413774,-0.28235479989862217,0.15936360718884668,0.158861419810006,0.15939192475678832,0.15685734090936942,0.16138478015363522,0.16032257031443442,0.01699434668945643,0,9.644714760780335,0.35906462441777576
