cfg,emp_k,emp_cagr,emp_dd,emp_p95,rob_s0_k,rob_s1_k,rob_s2_k,rob_s3_k,rob_s4_k,rob_s0,rob_s1,rob_s2,rob_s3,rob_s4,rob_mean,worst_year,worst_year_rob0,neg_years_emp,neg_years_rob0,skip_emp,skip_rob0,k_is_emp,is_emp_cagr,oos_emp_cagr,oos_emp_dd,k_is_rob,is_rob_cagr,oos_rob_cagr,oos_rob_dd
base_d1,8.89479883670807,0.27414976235031796,-0.19999999928410284,-0.2728839891914875,6.083699951171874,6.256823120117187,6.019327392578124,6.370450439453125,6.294617614746093,0.18182788740243994,0.18735778520259116,0.17977685346069183,0.19099826683985555,0.188567706615844,0.18570569990428448,0.05207689463833454,0.03655772819084957,0,0,0.008285004142502071,0.008285004142502071,10.845013809204103,0.26771891074524823,0.4409057601939299,-0.1879162496245963,6.487491455078125,0.15536610254819716,0.24655925861490346,-0.11496688777702102
no_fri_latebar,9.571884160041808,0.2986874539070492,-0.1999999817361665,-0.28771308098500464,6.220003967285155,6.371669616699219,6.275598449707031,6.388494262695312,6.382154541015625,0.18702867672767054,0.1919118255656027,0.18881680596347317,0.19245449993470531,0.1922499910712463,0.1904923598525396,0.05837508382830858,0.03902124362852888,0,0,0.006791171477079796,0.006791171477079796,11.313276929855347,0.2860820664384047,0.45936981893247797,-0.19451212833693332,6.675488586425782,0.1631549213093597,0.25245050130093394,-0.11753712082028545
