cfg,n_trades,pool_sum,emp_k,emp_cagr,emp_p95,rob_s0,rob_mean,is_rob,oos_rob,oos_emp,worst_year,neg_emp,neg_rob0
base,1207,1.9622098170096924,8.89479883670807,0.27414976235031796,-0.2728839891914875,0.18182788740243994,0.18570569990428448,0.15536610254819716,0.24655925861490346,0.4409057601939299,0.05207689463833454,0,0
ewma_short,402,0.6360334384200128,11.82444365978241,0.07638274406636136,-0.3139794043222024,0.04545178623350621,,0.05967990318146055,0.08061540933047384,0.12086951664122192,-0.05827758360327595,1,1
ewma_both,166,0.2982402142274043,16.0,0.048084042419217043,-0.27168905535157273,0.0355597764505764,,0.07631512694909692,0.013638732774517548,0.013638732774517548,-0.11611316615129708,2,2
mad_short,486,0.5245972877616876,9.652140312194824,0.05528925960501785,-0.3028817336415177,0.03561719910208261,,0.03714303570052868,0.05890516661501133,0.09591415822819749,-0.0983723032330659,3,3
mad_both,153,0.04922300454497383,12.063356680870054,0.0038208480446386694,-0.3564089273451498,0.002516174309042718,,0.007670380135026189,-0.0008124693965690932,-0.0023334685674163413,-0.1517409334730847,4,4
and_conf,133,0.27835420599816385,16.0,0.05664085622088799,-0.23287110733166472,0.04771329209453068,,0.060955374643054894,0.051303649669474316,0.051303649669474316,-0.023920617935154542,2,2
