label,emp_k,emp_cagr,emp_dd,emp_p95,rob_s0,rob_s1,rob_s2,rob_s3,rob_s4,rob_k_s0,rob_k_s1,rob_k_s2,rob_k_s3,rob_k_s4,rob_mean,worst_year,neg_years_emp,neg_years_rob0,k_is_emp,is_emp_cagr,oos_emp_cagr,oos_emp_dd,k_is_rob,is_rob_cagr,oos_rob_cagr,oos_rob_dd
base_d0,8.269261851310727,0.24643242987359737,-0.19999993655015524,-0.2784085610965869,0.16396128193638093,0.16407363793458263,0.1611924587326048,0.16729803780545582,0.1639163418630596,5.654061889648435,5.657719421386718,5.563842773437499,5.7625686645507805,5.652598876953124,0.16408835165441676,0.017887860939187483,0,0,9.646433038711546,0.2404593031989064,0.35945227270593794,-0.1650913704275302,5.953491821289061,0.14461113889932564,0.2104332372636608,-0.10414300524407971
d1_mine,8.89479883670807,0.27414976235031796,-0.19999999928410284,-0.2728839891914875,0.18182788740243994,0.18735778520259116,0.17977685346069183,0.19099826683985555,0.188567706615844,6.083699951171874,6.256823120117187,6.019327392578124,6.370450439453125,6.294617614746093,0.18570569990428448,0.05207689463833454,0,0,10.845013809204103,0.26771891074524823,0.4409057601939299,-0.1879162496245963,6.487491455078125,0.15536610254819716,0.24655925861490346,-0.11496688777702102
