label,emp_k,emp_cagr,emp_dd,emp_p95,worst_year,neg_years_emp,neg_years_rob0,rob_s0,rob_s1,rob_s2,rob_s3,rob_s4,rob_k0,rob_k1,rob_k2,rob_k3,rob_k4,rob_mean,skip_emp,skip_rob0,k_is_emp,is_emp_cagr,oos_emp_cagr,oos_emp_dd,k_is_rob,is_rob_cagr,oos_rob_cagr,oos_rob_dd
base,8.89479883670807,0.27414976235031796,-0.19999999928410284,-0.2728839891914875,0.05207689463833454,0,0,0.18182788740243994,0.18735778520259116,0.17977685346069183,0.19099826683985555,0.188567706615844,6.083699951171874,6.256823120117187,6.019327392578124,6.370450439453125,6.294617614746093,0.18570569990428448,0.008285004142502071,0.008285004142502071,10.845013809204103,0.26771891074524823,0.4409057601939299,-0.1879162496245963,6.487491455078125,0.15536610254819716,0.24655925861490346,-0.11496688777702102
l5cross_veto,11.719297242164611,0.36321202396315067,-0.19999994992448045,-0.31383163373009315,0.10979611421230362,0,0,0.20618119357424836,0.20795176426036943,0.20556314041995716,0.21469724109789246,0.208547573207156,7.001740417480468,7.057578735351562,6.9822335815429675,7.2697155761718735,7.076354064941405,0.20858818251192468,0.007213706041478809,0.007213706041478809,12.284443044662476,0.2959655415582261,0.5017230396296719,-0.2050463700380598,7.541104431152343,0.1759399119509495,0.28615890482434914,-0.1289012917964385
