config,start,end,trough,dow,hour_utc,dd_m1,dd_h4_aligned,gap_pp,max_m1gap_min_2d,weekend_gap,top_unreal
d0_rob_s0,2025-07-02 13:15,2025-07-02 14:27,2025-07-02 14:26,Wed,14,-0.06915895912419934,-0.04779618776827832,-2.1362771355921018,2,False,
d0_rob_s0,2024-05-15 19:58,2024-05-15 19:59,2024-05-15 19:59,Wed,19,-0.03037236806150634,-0.009856854283084804,-2.0515513778421535,4,False,
d0_rob_s0,2019-01-24 23:49,2019-01-24 23:56,2019-01-24 23:49,Thu,23,-0.048213178889420005,-0.02790320731393503,-2.0309971575484975,1,False,
d1_rob_s0,2019-01-02 22:34,2019-01-02 23:59,2019-01-02 22:39,Wed,22,-0.10274736711729648,-0.005801278431214918,-9.694608868608157,1442,True,GBPJPYL:-8.5%; USDJPYL:-2.2%
d1_rob_s0,2020-03-18 16:53,2020-03-19 23:36,2020-03-19 01:58,Thu,1,-0.10392715946413544,-0.040567417136534556,-6.335974232760089,1,False,GBPCHFL:-3.2%; EURAUDS:-3.2%; AUDCHFL:-2.7%
d1_rob_s0,2016-10-06 23:07,2016-10-06 23:22,2016-10-06 23:09,Thu,23,-0.051415909485152844,-0.0034951853796186816,-4.792072410553416,6,False,GBPCHFL:-2.8%; GBPUSDL:-2.7%; EURJPYS:+0.1%
d1_rob_s0,2022-09-26 00:57,2022-09-26 03:59,2022-09-26 00:59,Mon,0,-0.07178139315164755,-0.03116097799010842,-4.062041516153913,2881,True,GBPUSDL:-2.9%; NZDCADL:-1.7%; EURUSDL:-1.6%
d1_rob_s0,2024-04-29 01:35,2024-04-29 03:59,2024-04-29 01:35,Mon,1,-0.08266135166264177,-0.05076946816855343,-3.1891883494088336,2885,True,GBPJPYS:-3.5%; USDJPYS:-3.5%; EURJPYS:-1.7%
d1_rob_s0,2021-02-24 01:18,2021-02-24 03:44,2021-02-24 01:23,Wed,1,-0.10811622462006043,-0.07666547544576974,-3.1450749174290693,5,False,GBPCHFS:-2.7%; AUDCHFS:-1.6%; AUDCADS:-1.5%
d1_rob_s0,2022-11-28 08:42,2022-11-28 11:59,2022-11-28 09:19,Mon,9,-0.03555967495065249,-0.004127281094293389,-3.1432393856359098,2881,True,
d1_rob_s0,2017-11-17 05:28,2017-11-17 11:04,2017-11-17 07:51,Fri,7,-0.0602655852079671,-0.030446569694794645,-2.9819015513172453,1,False,
d1_rob_s0,2022-09-27 14:03,2022-09-28 03:59,2022-09-28 02:31,Wed,2,-0.09832320678546724,-0.06851587459142106,-2.9807332194046188,2,False,
d1_rob_s0,2017-04-18 17:41,2017-04-18 19:59,2017-04-18 17:41,Tue,17,-0.03581121792674946,-0.007360775390457319,-2.845044253629214,2884,True,
d1_rob_s0,2016-12-02 07:10,2016-12-05 03:59,2016-12-02 19:37,Fri,19,-0.05068420439032506,-0.02328803917467903,-2.739616521564603,2,False,
d1_rob_s0,2024-05-17 13:58,2024-05-17 19:43,2024-05-17 14:56,Fri,14,-0.03131702348655441,-0.004987604354525277,-2.632941913202913,3,False,
d1_rob_s0,2024-12-24 22:58,2024-12-24 23:01,2024-12-24 23:00,Tue,23,-0.04712426063300379,-0.02087091251358142,-2.625334811942237,11,False,
d1_rob_s0,2018-01-25 02:49,2018-01-25 14:06,2018-01-25 03:31,Thu,3,-0.028069681204912267,-0.002015714090894294,-2.6053967114017973,1,False,
d1_rob_s0,2017-07-28 00:59,2017-07-28 03:16,2017-07-28 02:40,Fri,2,-0.05229395847548712,-0.02629165078179052,-2.6002307693696602,1,False,
d1_rob_s0,2017-11-15 00:54,2017-11-15 03:59,2017-11-15 02:21,Wed,2,-0.040747865188034194,-0.015148043136109401,-2.559982205192479,1,False,
d1_rob_s0,2018-12-20 18:24,2018-12-20 19:34,2018-12-20 19:12,Thu,19,-0.037892587708052816,-0.012974847894620889,-2.4917739813431927,1,False,
d1_rob_s0,2023-03-08 17:55,2023-03-08 19:59,2023-03-08 18:50,Wed,18,-0.024885886166853166,0.0,-2.4885886166853166,7,False,
d1_rob_s0,2024-12-20 10:30,2024-12-20 11:59,2024-12-20 11:58,Fri,11,-0.03128172799679896,-0.006981524498245406,-2.430020349855355,4,False,
d1_rob_s0,2021-11-30 05:56,2021-11-30 06:18,2021-11-30 06:06,Tue,6,-0.07768232039577116,-0.053675356924168804,-2.400696347160236,2881,True,
d1_rob_s0,2022-10-14 14:58,2022-10-14 15:59,2022-10-14 15:00,Fri,15,-0.02339535693663297,0.0,-2.339535693663297,2,False,
d1_rob_s0,2025-07-02 12:35,2025-07-02 15:56,2025-07-02 14:26,Wed,14,-0.06781044993196539,-0.044523508233106246,-2.3286941698859143,2,False,
d1_rob_s0,2023-03-10 18:43,2023-03-10 19:59,2023-03-10 18:49,Fri,18,-0.033523124986184705,-0.01034450661005959,-2.3178618376125115,4,False,
d1_rob_s0,2019-01-24 23:48,2019-01-24 23:59,2019-01-24 23:49,Thu,23,-0.0431215389937164,-0.02014043400526122,-2.298110498845518,1,False,
d1_rob_s0,2022-12-14 20:12,2022-12-14 20:13,2022-12-14 20:12,Wed,20,-0.03578908588740426,-0.014941573223524629,-2.084751266387963,4,False,
d1_rob_s0,2024-11-22 09:14,2024-11-22 09:14,2024-11-22 09:14,Fri,9,-0.03056411102811063,-0.009831067428703655,-2.0733043599406975,10,False,
d1_rob_s0,2023-02-28 07:58,2023-02-28 07:59,2023-02-28 07:58,Tue,7,-0.023277119565618065,-0.0029629912427947547,-2.031412832282331,2881,True,
d0_rob_m5,2019-01-02 22:34,2019-01-02 23:59,2019-01-02 22:39,Wed,22,-0.09815731494060365,-0.00741531672281992,-9.074199821778372,1442,True,GBPJPYL:-8.6%; USDJPYL:-2.1%
d0_rob_m5,2020-03-18 16:53,2020-03-19 23:28,2020-03-19 01:58,Thu,1,-0.12402302679318367,-0.055664017759325723,-6.835900903385794,1,False,EURAUDS:-3.4%; GBPCHFL:-3.4%; AUDCHFL:-2.6%
d0_rob_m5,2016-10-06 23:07,2016-10-06 23:21,2016-10-06 23:09,Thu,23,-0.04898246299202891,-0.003300198446609892,-4.568226454541902,6,False,GBPCHFL:-2.6%; GBPUSDL:-2.5%; USDJPYS:+0.1%
d0_rob_m5,2022-09-26 00:57,2022-09-26 03:59,2022-09-26 00:59,Mon,0,-0.07733039773059724,-0.040011609928941594,-3.731878780165565,2881,True,GBPUSDL:-3.2%; EURUSDL:-1.7%; NZDCADL:-1.1%
d0_rob_m5,2024-12-18 21:46,2024-12-18 23:59,2024-12-18 23:51,Wed,23,-0.04268413520840675,-0.01132096066403765,-3.13631745443691,4,False,NZDUSDL:-1.7%; AUDUSDL:-0.8%; USDCADS:-0.5%
d0_rob_m5,2024-04-29 01:35,2024-04-29 03:59,2024-04-29 01:35,Mon,1,-0.07788926454526912,-0.04792224944721546,-2.996701509805366,2885,True,USDJPYS:-3.3%; GBPJPYS:-3.2%; EURJPYS:-1.6%
d0_rob_m5,2021-02-24 01:22,2021-02-24 03:04,2021-02-24 01:23,Wed,1,-0.1034933794217483,-0.07410100214014059,-2.9392377281607707,5,False,
d0_rob_m5,2022-11-28 08:52,2022-11-28 11:59,2022-11-28 09:19,Mon,9,-0.03317927054282521,-0.0038450263568124976,-2.9334244186012715,2881,True,
d0_rob_m5,2023-01-18 14:15,2023-01-18 14:43,2023-01-18 14:30,Wed,14,-0.03220231429688636,-0.003614855362282454,-2.8587458934603904,4,False,
d0_rob_m5,2022-10-13 12:30,2022-10-14 15:49,2022-10-13 12:45,Thu,12,-0.043728139016664946,-0.015615266758343127,-2.811287225832182,2,False,
d0_rob_m5,2017-04-18 13:26,2017-04-18 19:51,2017-04-18 14:19,Tue,14,-0.033543758450248484,-0.005661643744538591,-2.7882114705709893,2884,True,
d0_rob_m5,2018-12-20 17:33,2018-12-20 19:59,2018-12-20 19:10,Thu,19,-0.027522458505472303,0.0,-2.7522458505472303,1,False,
d0_rob_m5,2022-12-14 20:10,2022-12-14 23:35,2022-12-14 20:12,Wed,20,-0.03281799704605648,-0.0054387125355082055,-2.7379284510548274,4,False,
d0_rob_m5,2022-09-27 15:25,2022-09-28 03:08,2022-09-28 02:31,Wed,2,-0.10152551319846215,-0.07422394260982901,-2.730157058863314,2,False,
d0_rob_m5,2017-11-17 06:39,2017-11-17 11:02,2017-11-17 07:51,Fri,7,-0.06088839782743416,-0.03423702340080903,-2.665137442662513,1,False,
d0_rob_m5,2016-12-02 15:07,2016-12-05 01:24,2016-12-02 19:37,Fri,19,-0.04653632462492818,-0.020951838955932334,-2.558448566899585,2,False,
d0_rob_m5,2018-01-25 02:49,2018-01-25 14:06,2018-01-25 03:31,Thu,3,-0.026076494276048967,-0.0005208209267015818,-2.5555673349347385,1,False,
d0_rob_m5,2017-07-28 00:59,2017-07-28 03:14,2017-07-28 02:40,Fri,2,-0.05313438501736445,-0.028378909305840083,-2.4755475711524366,1,False,
d0_rob_m5,2019-08-26 05:00,2019-08-26 05:59,2019-08-26 05:09,Mon,5,-0.02441659179084299,0.0,-2.441659179084299,2881,True,
d0_rob_m5,2024-05-17 14:30,2024-05-17 15:59,2024-05-17 14:56,Fri,14,-0.034851584738697095,-0.011088603839385813,-2.376298089931128,3,False,
d0_rob_m5,2016-12-01 13:56,2016-12-01 14:26,2016-12-01 14:05,Thu,14,-0.036349858482858655,-0.012675451953022554,-2.36744065298361,2,False,
d0_rob_m5,2024-12-24 22:58,2024-12-24 23:00,2024-12-24 23:00,Tue,23,-0.047970854281960684,-0.024378100107136147,-2.3592754174824537,11,False,
d0_rob_m5,2017-11-15 01:15,2017-11-15 03:54,2017-11-15 02:21,Wed,2,-0.039957660624797664,-0.01722699088852031,-2.2730669736277354,1,False,
d0_rob_m5,2021-11-30 06:01,2021-11-30 06:15,2021-11-30 06:06,Tue,6,-0.08371397335701192,-0.061399541842239835,-2.231443151477208,2881,True,
d0_rob_m5,2023-03-10 18:46,2023-03-10 19:41,2023-03-10 18:49,Fri,18,-0.03160765029552859,-0.010220428705948081,-2.1387221589580507,4,False,
d0_rob_m5,2025-07-02 13:09,2025-07-02 14:27,2025-07-02 14:26,Wed,14,-0.06920880505021898,-0.04783073700208551,-2.137806804813347,2,False,
d0_rob_m5,2024-05-15 19:56,2024-05-15 19:59,2024-05-15 19:59,Wed,19,-0.03039410703550638,-0.009864012763765806,-2.0530094271740573,4,False,
d0_rob_m5,2019-01-24 23:49,2019-01-24 23:56,2019-01-24 23:49,Thu,23,-0.048248020502312694,-0.027923382609084002,-2.032463789322869,1,False,
d0_rob_m5,2025-06-30 15:59,2025-06-30 15:59,2025-06-30 15:59,Mon,15,-0.051399859096236344,-0.03139593847551936,-2.0003920620716986,2881,True,
d1_rob_m5,2019-01-02 22:33,2019-01-02 23:59,2019-01-02 22:39,Wed,22,-0.10482552043003923,-0.0059633316808667125,-9.886218874917251,1442,True,GBPJPYL:-8.7%; USDJPYL:-2.2%
d1_rob_m5,2020-03-18 16:52,2020-03-19 23:36,2020-03-19 01:58,Thu,1,-0.10598009135392028,-0.041378157449446284,-6.460193390447399,1,False,GBPCHFL:-3.3%; EURAUDS:-3.3%; AUDCHFL:-2.8%
d1_rob_m5,2016-10-06 23:07,2016-10-06 23:31,2016-10-06 23:09,Thu,23,-0.0524408331141476,-0.003564920919136072,-4.887591219501153,6,False,GBPCHFL:-2.9%; GBPUSDL:-2.7%; EURJPYS:+0.1%
d1_rob_m5,2022-09-26 00:57,2022-09-26 03:59,2022-09-26 00:59,Mon,0,-0.0732060284188859,-0.03177958047166629,-4.142644794721962,2881,True,GBPUSDL:-3.0%; NZDCADL:-1.7%; EURUSDL:-1.6%
d1_rob_m5,2024-04-29 01:35,2024-04-29 03:59,2024-04-29 01:35,Mon,1,-0.08430581987596153,-0.051782050550913894,-3.2523769325047636,2885,True,GBPJPYS:-3.6%; USDJPYS:-3.6%; EURJPYS:-1.8%
d1_rob_m5,2021-02-24 01:18,2021-02-24 03:44,2021-02-24 01:23,Wed,1,-0.11023871803990015,-0.07817500597053462,-3.2063712069365535,5,False,GBPCHFS:-2.8%; AUDCHFS:-1.7%; AUDCADS:-1.5%
d1_rob_m5,2022-11-28 08:41,2022-11-28 11:59,2022-11-28 09:19,Mon,9,-0.03626113325246749,-0.004209344751331057,-3.2051788501136436,2881,True,
d1_rob_m5,2017-11-17 05:28,2017-11-17 11:05,2017-11-17 07:51,Fri,7,-0.061466277158584215,-0.031054028815342805,-3.041224834324141,1,False,
d1_rob_m5,2022-09-27 14:02,2022-09-28 03:59,2022-09-28 02:31,Wed,2,-0.10027239999134263,-0.0698776021317421,-3.039479785960053,2,False,
d1_rob_m5,2017-04-18 17:41,2017-04-18 19:59,2017-04-18 17:41,Tue,17,-0.0365229906396064,-0.007506936312850487,-2.9016054326755913,2884,True,
d1_rob_m5,2016-12-02 07:06,2016-12-05 03:59,2016-12-02 19:37,Fri,19,-0.05166713166220804,-0.023743858622043312,-2.792327304016473,2,False,
d1_rob_m5,2024-05-17 07:16,2024-05-17 19:53,2024-05-17 14:56,Fri,14,-0.03193305073495856,-0.005088442590390874,-2.6844608144567683,3,False,
d1_rob_m5,2024-12-24 22:42,2024-12-24 23:01,2024-12-24 23:00,Tue,23,-0.04804968841960511,-0.02128268525141508,-2.676700316819003,11,False,
d1_rob_m5,2018-01-25 02:47,2018-01-25 14:06,2018-01-25 03:31,Thu,3,-0.028624125939632372,-0.0020584349882502018,-2.656569095138217,1,False,
d1_rob_m5,2017-07-28 00:59,2017-07-28 03:18,2017-07-28 02:40,Fri,2,-0.053335739986217545,-0.02681874796589656,-2.6516992020320984,1,False,
d1_rob_m5,2017-11-15 00:54,2017-11-15 03:59,2017-11-15 02:21,Wed,2,-0.041559698899882536,-0.015450271500543344,-2.610942739933919,1,False,
d1_rob_m5,2018-12-20 18:24,2018-12-20 19:35,2018-12-20 19:12,Thu,19,-0.038687506247047976,-0.013279354364783114,-2.540815188226486,1,False,
d1_rob_m5,2023-03-08 17:55,2023-03-08 19:59,2023-03-08 18:50,Wed,18,-0.025371324476095802,0.0,-2.5371324476095802,7,False,
d1_rob_m5,2024-12-20 10:30,2024-12-20 11:59,2024-12-20 11:58,Fri,11,-0.03189789281637212,-0.007119994609698921,-2.47778982066732,4,False,
d1_rob_m5,2021-11-30 05:47,2021-11-30 06:18,2021-11-30 06:06,Tue,6,-0.0791968111111564,-0.054735575201037,-2.4461235910119394,2881,True,
d1_rob_m5,2022-10-14 14:58,2022-10-14 15:59,2022-10-14 15:00,Fri,15,-0.02384772568149096,0.0,-2.384772568149096,2,False,
d1_rob_m5,2025-07-02 12:35,2025-07-02 15:57,2025-07-02 14:26,Wed,14,-0.06915534391305544,-0.04540981745090911,-2.374552646214634,2,False,
d1_rob_m5,2023-03-10 18:35,2023-03-10 19:59,2023-03-10 18:49,Fri,18,-0.03417491000304518,-0.010547132365155254,-2.3627777637889924,4,False,
d1_rob_m5,2019-01-24 23:48,2019-01-24 23:59,2019-01-24 23:49,Thu,23,-0.04397639526656549,-0.020539938287619686,-2.3436456978945808,1,False,
d1_rob_m5,2022-12-14 20:12,2022-12-14 20:13,2022-12-14 20:12,Wed,20,-0.03652562403153292,-0.015197337040219083,-2.132828699131384,4,False,
d1_rob_m5,2024-11-22 09:14,2024-11-22 09:14,2024-11-22 09:14,Fri,9,-0.031173612637950154,-0.010027327627505689,-2.1146285010444466,10,False,
d1_rob_m5,2023-02-28 07:57,2023-02-28 07:59,2023-02-28 07:58,Tue,7,-0.023737549110400158,-0.003021460328692882,-2.0716088781707276,2881,True,
d1_rob_m5,2025-07-01 09:34,2025-07-01 10:12,2025-07-01 10:12,Tue,10,-0.07019818873046446,-0.04990536021100833,-2.029282851945613,2881,True,
d0_emp,2019-01-02 22:27,2019-01-02 23:59,2019-01-02 22:39,Wed,22,-0.14332712537973502,-0.010828747745374345,-13.249837763436068,1442,True,GBPJPYL:-13.2%; USDJPYL:-3.2%
d0_emp,2020-03-18 16:52,2020-03-20 06:04,2020-03-19 01:58,Thu,1,-0.1799669897609465,-0.08095870194358035,-9.900828781736614,1,False,EURAUDS:-5.2%; GBPCHFL:-5.2%; AUDCHFL:-4.0%
d0_emp,2016-10-06 23:07,2016-10-07 10:13,2016-10-06 23:09,Thu,23,-0.07151351459679456,-0.004822836947427134,-6.6690677649367425,6,False,GBPCHFL:-3.9%; GBPUSDL:-3.8%; USDJPYS:+0.1%
d0_emp,2022-09-23 10:48,2022-09-29 02:43,2022-09-26 00:59,Mon,0,-0.11248813469029084,-0.05822609074954144,-5.42620439407494,2881,True,GBPUSDL:-4.9%; EURUSDL:-2.6%; NZDCADL:-1.7%
d0_emp,2024-12-18 21:38,2024-12-18 23:59,2024-12-18 23:51,Wed,23,-0.06228963712387536,-0.016545310816498793,-4.5744326307376575,4,False,NZDUSDL:-2.5%; AUDUSDL:-1.2%; USDCADS:-0.8%
