cfg,emp_k,emp_cagr,emp_p95,rob_s0,rob_mean,is_rob,oos_rob,oos_emp,worst_year
base,8.89479883670807,0.27414976235031796,-0.2728839891914875,0.18182788740243994,,0.15536610254819716,0.24655925861490346,0.4409057601939299,0.05207689463833454
