instr,entry,dir,horizon,mae_sigma,win,ret,z_entry,bars_held
AUDCAD,2017-05-02 12:00:00+00:00,-1,8,0.42662624606460864,True,0.01195521326881259,2.5530302593219427,6
AUDCAD,2017-06-01 12:00:00+00:00,1,1,0.10097940781900223,True,0.00825710469172237,2.205245643484336,6
AUDCAD,2017-06-01 12:00:00+00:00,1,2,0.10097940781900223,True,0.00825710469172237,2.205245643484336,6
AUDCAD,2017-06-01 12:00:00+00:00,1,4,0.10097940781900223,True,0.00825710469172237,2.205245643484336,6
AUDCAD,2017-06-01 12:00:00+00:00,1,8,0.10097940781900223,True,0.00825710469172237,2.205245643484336,6
AUDCAD,2017-11-15 00:00:00+00:00,1,1,1.3315958011526594,True,0.001609846615961118,2.5399903483600967,24
AUDCAD,2017-11-15 00:00:00+00:00,1,2,1.3315958011526594,True,0.001609846615961118,2.5399903483600967,24
AUDCAD,2017-11-15 00:00:00+00:00,1,4,1.3315958011526594,True,0.001609846615961118,2.5399903483600967,24
AUDCAD,2017-11-15 00:00:00+00:00,1,8,1.3315958011526594,True,0.001609846615961118,2.5399903483600967,24
AUDCAD,2018-01-26 16:00:00+00:00,-1,1,0.05494094722359961,True,0.004230454536321669,2.166190007973795,10
AUDCAD,2018-01-26 16:00:00+00:00,-1,2,0.05494094722359961,True,0.004230454536321669,2.166190007973795,10
AUDCAD,2018-01-26 16:00:00+00:00,-1,4,0.05494094722359961,True,0.004230454536321669,2.166190007973795,10
AUDCAD,2018-01-26 16:00:00+00:00,-1,8,0.16172368288148534,True,0.004230454536321669,2.166190007973795,10
AUDCAD,2018-08-14 04:00:00+00:00,1,1,0.7707846350013392,True,0.0038341799675990582,2.1534160725284313,13
AUDCAD,2018-08-14 04:00:00+00:00,1,2,1.8608268559969703,True,0.0038341799675990582,2.1534160725284313,13
AUDCAD,2018-08-14 04:00:00+00:00,1,4,4.4432796669862835,True,0.0038341799675990582,2.1534160725284313,13
AUDCAD,2018-08-14 04:00:00+00:00,1,8,6.42010831928282,True,0.0038341799675990582,2.1534160725284313,13
AUDCAD,2018-08-29 04:00:00+00:00,1,1,0.5068329378490602,True,0.0005148529831141824,2.5478383670523828,26
