instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry
AUDUSD,2016-08-09 00:00:00+00:00,2016-08-26 00:00:00+00:00,1,0.7662800000000001,-0.01359816255154783,15,1.888633071758966,0.005619980870841218
GBPUSD,2016-08-14 00:00:00+00:00,2016-09-01 00:00:00+00:00,-1,1.290715,-0.02850358134832247,16,0.8586695203136797,0.005567355412399897
USDJPY,2016-08-16 00:00:00+00:00,2016-08-30 00:00:00+00:00,-1,100.1655,-0.0271949922877636,12,1.545379714375995,0.007583717365905243
EURUSD,2016-08-18 00:00:00+00:00,2016-10-06 00:00:00+00:00,1,1.13478,-0.018179735279084886,42,2.610369357762522,0.004045256351634471
USDCAD,2016-08-18 00:00:00+00:00,2016-09-13 00:00:00+00:00,-1,1.2776800000000001,-0.029890113330411125,22,2.28237467576027,0.004357322971351437
USDCHF,2016-08-18 00:00:00+00:00,2016-08-30 00:00:00+00:00,-1,0.95452,-0.029962703767338388,10,2.6819805541637582,0.005227804301935586
NZDUSD,2016-08-24 00:00:00+00:00,2016-09-23 00:00:00+00:00,1,0.73124,-0.009928340900388502,26,1.5476213531958931,0.006158831166348632
GBPUSD,2016-09-06 00:00:00+00:00,2016-09-16 00:00:00+00:00,1,1.341445,-0.031234974225555327,9,2.208966265744676,0.005043022269997012
USDCAD,2016-09-26 00:00:00+00:00,2016-12-02 00:00:00+00:00,1,1.3229199999999999,0.004225501164091602,58,1.6508547750780633,0.004945384642640291
GBPUSD,2016-10-03 00:00:00+00:00,2016-11-03 00:00:00+00:00,-1,1.285815,0.030540940959624775,27,1.7468949194808214,0.006098741174195906
USDCHF,2016-10-11 00:00:00+00:00,2016-11-01 00:00:00+00:00,1,0.98815,-0.013166017305065038,18,2.123651660590226,0.003726823408186802
NZDUSD,2016-10-11 00:00:00+00:00,2016-11-02 00:00:00+00:00,-1,0.7079200000000001,-0.028732060119787427,19,2.793824133112822,0.0053911093970573825
EURUSD,2016-10-11 00:00:00+00:00,2016-11-03 00:00:00+00:00,-1,1.1057000000000001,-0.0038708510445872447,20,2.850495503533761,0.003035666170673321
USDJPY,2016-10-12 00:00:00+00:00,2016-11-03 00:00:00+00:00,1,104.3065,-0.011935977144281606,19,1.9694827330356965,0.005500557613788715
AUDUSD,2016-10-19 00:00:00+00:00,2016-11-11 00:00:00+00:00,1,0.7726000000000001,-0.024126326689101692,20,2.247323069588388,0.004918130144773741
USDJPY,2016-11-09 00:00:00+00:00,2017-01-11 00:00:00+00:00,1,105.81150000000001,0.08769368168866327,54,1.9330211901725818,0.004983051647126648
EURUSD,2016-11-11 00:00:00+00:00,2016-12-07 00:00:00+00:00,-1,1.08513,0.008459815874595593,22,1.7548100993520948,0.00412092407107444
USDCHF,2016-11-14 00:00:00+00:00,2017-01-05 00:00:00+00:00,1,0.99722,0.012584986261807757,45,1.7256094982314105,0.004970024044026367
NZDUSD,2016-11-17 00:00:00+00:00,2016-12-05 00:00:00+00:00,-1,0.70205,-0.017192507656149703,15,1.9938078957031953,0.006571612564675836
AUDUSD,2016-11-17 00:00:00+00:00,2016-12-12 00:00:00+00:00,-1,0.7398899999999999,-0.01321818108097162,21,3.6916191161921823,0.005525591824310667
EURUSD,2016-12-14 00:00:00+00:00,2017-01-12 00:00:00+00:00,-1,1.05118,-0.009960235164291557,25,1.4690441627959792,0.007230487930999077
AUDUSD,2016-12-16 00:00:00+00:00,2017-01-09 00:00:00+00:00,-1,0.73017,-0.007464015229330223,20,1.9083879865034148,0.005705093226231603
NZDUSD,2016-12-16 00:00:00+00:00,2017-01-11 00:00:00+00:00,-1,0.69591,-0.015188745671135498,21,1.9102257115501022,0.006977246196419225
USDCAD,2016-12-23 00:00:00+00:00,2017-01-09 00:00:00+00:00,1,1.3539,-0.02397518280522943,14,1.3859000274050588,0.004370441539530839
GBPUSD,2017-01-09 00:00:00+00:00,2017-01-23 00:00:00+00:00,-1,1.216945,-0.028431851891416525,12,1.8639512721674534,0.004929368104966846
USDCAD,2017-01-13 00:00:00+00:00,2017-02-28 00:00:00+00:00,-1,1.31112,-0.015399048142046434,39,1.8227721486690072,0.0035088596958402813
NZDUSD,2017-01-17 00:00:00+00:00,2017-02-14 00:00:00+00:00,1,0.72018,-0.004290594018162138,24,1.7113224669078044,0.005869497603102755
AUDUSD,2017-01-19 00:00:00+00:00,2017-03-02 00:00:00+00:00,1,0.7566,0.0007137192704201234,36,1.665781609759,0.005313077809080269
USDCHF,2017-01-20 00:00:00+00:00,2017-02-13 00:00:00+00:00,-1,1.0011199999999998,-0.004415055138245316,20,2.0409473092054133,0.004961004974126971
EURUSD,2017-01-31 00:00:00+00:00,2017-02-12 00:00:00+00:00,1,1.08011,-0.016914943848311503,10,1.8733552488936098,0.004227410241594329
USDJPY,2017-02-03 00:00:00+00:00,2017-03-02 00:00:00+00:00,-1,112.5475,-0.01608209866945066,23,1.7769664158507157,0.007183343412001617
NZDUSD,2017-03-08 00:00:00+00:00,2017-05-22 00:00:00+00:00,-1,0.69142,-0.013161320181655011,64,2.7622537885106846,0.004071097755051062
USDCAD,2017-03-08 00:00:00+00:00,2017-04-12 00:00:00+00:00,1,1.34893,-0.018244089760031963,30,2.638472492911929,0.002963262525895019
AUDUSD,2017-03-20 00:00:00+00:00,2017-04-06 00:00:00+00:00,1,0.77294,-0.02467203146427914,15,1.680956832422783,0.005894006927463304
EURUSD,2017-03-21 00:00:00+00:00,2017-04-07 00:00:00+00:00,1,1.08128,-0.020734684817993513,15,1.8502739478587207,0.004940371081980022
USDJPY,2017-03-21 00:00:00+00:00,2017-04-28 00:00:00+00:00,-1,111.53050000000002,0.000260018559945573,33,2.1100257176709594,0.004897475378111063
USDCHF,2017-03-26 00:00:00+00:00,2017-04-07 00:00:00+00:00,-1,0.9880399999999999,-0.020899963564228033,11,1.8496530133470834,0.003213355958308385
AUDUSD,2017-04-07 00:00:00+00:00,2017-06-06 00:00:00+00:00,-1,0.7496299999999999,-0.001920947667515939,51,2.3179152092686497,0.0032175866829316484
GBPUSD,2017-04-18 00:00:00+00:00,2017-05-26 00:00:00+00:00,1,1.2843950000000002,-0.0032077359379321328,33,3.14925559174935,0.006786128107313573
EURUSD,2017-04-23 00:00:00+00:00,2017-09-25 00:00:00+00:00,1,1.0873599999999999,0.09027369040612132,133,2.189350594493109,0.004380393254505648
USDCAD,2017-04-24 00:00:00+00:00,2017-05-19 00:00:00+00:00,1,1.3549600000000002,-0.0031661451260553784,22,2.177008117296104,0.0036053571300940328
USDCHF,2017-05-16 00:00:00+00:00,2017-07-28 00:00:00+00:00,-1,0.98429,0.01615377581810234,63,2.020901990757244,0.0050369846766995996
NZDUSD,2017-05-26 00:00:00+00:00,2017-07-11 00:00:00+00:00,1,0.70611,0.022461089631927098,39,1.7441112104834746,0.004880876463424905
USDCAD,2017-06-13 00:00:00+00:00,2017-08-10 00:00:00+00:00,-1,1.32406,0.037959004878933014,50,2.5815312335905443,0.003941852103938321
AUDUSD,2017-06-16 00:00:00+00:00,2017-08-10 00:00:00+00:00,1,0.76206,0.032399023698921454,47,2.2883070050468732,0.004096067469676573
GBPUSD,2017-07-14 00:00:00+00:00,2017-08-14 00:00:00+00:00,1,1.3097750000000001,-0.01015441583478093,26,2.089718790301992,0.004457395975698707
NZDUSD,2017-07-14 00:00:00+00:00,2017-08-10 00:00:00+00:00,1,0.73455,-0.009978898645429345,23,1.3350701580185607,0.0034667239870889146
USDJPY,2017-08-10 00:00:00+00:00,2017-09-13 00:00:00+00:00,-1,109.0925,-0.012906478447189158,29,2.1210316784621486,0.004471610550088274
NZDUSD,2017-08-24 00:00:00+00:00,2017-09-15 00:00:00+00:00,-1,0.7204,-0.011923931149361385,19,1.6854268402556367,0.005534784265977154
USDCAD,2017-09-01 00:00:00+00:00,2017-09-27 00:00:00+00:00,-1,1.23936,-0.007286018590240032,22,1.7259763799364072,0.005272358597649594
