instr,entry,exit,dir,entry_price,exit_price,ret,bars_held,forced
GBPUSD,2016-10-03 07:05:00+00:00,2016-12-05 00:07:00+00:00,-1,1.288,1.27265,0.011848240039442239,62.709722222222226,False
USDCAD,2016-10-05 14:19:00+00:00,2016-12-12 14:50:00+00:00,1,1.32286,1.31083,-0.009184228827139873,68.02152777777778,False
EURUSD,2016-10-16 21:00:00+00:00,2016-11-09 04:06:00+00:00,-1,1.0969,1.125,-0.02567305150108943,23.295833333333334,False
AUDUSD,2016-10-19 15:05:00+00:00,2016-11-16 06:01:00+00:00,1,0.77112,0.75383,-0.02252450853260035,27.622222222222224,False
USDCHF,2016-10-20 14:18:00+00:00,2016-11-09 02:23:00+00:00,1,0.99204,0.96611,-0.02623753893295966,19.50347222222222,False
EURUSD,2016-11-10 12:26:00+00:00,2017-01-23 21:34:00+00:00,-1,1.08729,1.07592,0.01040229567904655,74.38055555555556,False
USDJPY,2016-11-14 00:36:00+00:00,2017-01-31 14:29:00+00:00,1,107.183,112.784,0.05218940818106743,78.57847222222222,False
USDCHF,2016-11-14 08:29:00+00:00,2017-01-17 05:59:00+00:00,1,0.99462,1.00684,0.012184945760905563,63.895833333333336,False
AUDUSD,2016-11-16 12:39:00+00:00,2017-01-13 01:20:00+00:00,-1,0.74608,0.74963,-0.004865690847675907,57.52847222222222,False
NZDUSD,2016-11-20 22:00:00+00:00,2017-01-17 14:03:00+00:00,-1,0.69908,0.71993,-0.03002818271555479,57.66875,False
USDCAD,2016-12-23 13:30:00+00:00,2017-01-11 18:09:00+00:00,1,1.3538,1.31267,-0.030468438390970798,19.19375,False
GBPUSD,2017-01-09 07:26:00+00:00,2017-02-02 00:33:00+00:00,-1,1.21691,1.26757,-0.041705530194393214,23.713194444444444,False
USDCAD,2017-01-12 08:28:00+00:00,2017-03-03 00:00:00+00:00,-1,1.30487,1.3389,-0.026172392915443553,49.647222222222226,False
NZDUSD,2017-02-07 02:55:00+00:00,2017-03-07 18:44:00+00:00,1,0.73686,0.69668,-0.05471347346423683,28.659027777777776,False
AUDUSD,2017-03-20 01:55:00+00:00,2017-04-07 12:48:00+00:00,1,0.77207,0.75071,-0.027768064135939352,18.45347222222222,False
EURUSD,2017-03-21 08:49:00+00:00,2017-10-03 01:00:00+00:00,1,1.08008,1.17156,0.08463952745553693,195.67430555555555,False
USDJPY,2017-03-21 19:52:00+00:00,2017-07-09 21:00:00+00:00,-1,111.668,113.894,-0.01999740293468384,110.04722222222222,False
USDCHF,2017-03-22 14:20:00+00:00,2017-05-10 15:55:00+00:00,-1,0.98908,1.00944,-0.020686935684458545,49.06597222222222,False
GBPUSD,2017-04-18 11:01:00+00:00,2017-06-20 07:40:00+00:00,1,1.26595,1.26693,0.000703004356257253,62.860416666666666,False
USDCAD,2017-04-24 23:48:00+00:00,2017-06-12 23:50:00+00:00,1,1.35523,1.33132,-0.01773052261877517,49.00138888888889,False
NZDUSD,2017-04-26 07:26:00+00:00,2017-05-23 12:41:00+00:00,-1,0.68954,0.70458,-0.022016911540748647,27.21875,False
