instr,entry,exit,dir,entry_price,exit_price,ret,bars_held,forced
USDCHF,2016-10-28 17:35:00+00:00,2016-11-06 22:00:00+00:00,-1,0.98697,0.97764,0.009352328456207263,55.104166666666664,False
EURUSD,2016-11-01 07:52:00+00:00,2016-11-07 05:33:00+00:00,1,1.09827,1.10671,0.007629973595556727,35.420833333333334,False
USDJPY,2016-11-02 04:46:00+00:00,2016-11-06 22:00:00+00:00,-1,103.627,104.082,-0.004458448131939216,28.308333333333334,False
NZDUSD,2016-11-02 04:47:00+00:00,2016-11-09 04:50:00+00:00,1,0.7229,0.72975,0.00928115966084353,42.0125,False
GBPUSD,2016-11-02 07:53:00+00:00,2016-11-08 12:08:00+00:00,1,1.22597,1.23902,0.010570833146413161,37.0625,False
USDCAD,2016-11-02 14:38:00+00:00,2016-11-03 06:43:00+00:00,1,1.34191,1.33614,-0.004389069800367906,4.020833333333333,False
USDCAD,2016-11-04 12:09:00+00:00,2016-11-06 22:01:00+00:00,1,1.34191,1.33438,-0.005700574528491598,14.466666666666667,False
AUDUSD,2016-11-07 14:18:00+00:00,2016-11-09 02:21:00+00:00,1,0.76988,0.76682,-0.004078345802161487,9.0125,False
USDCAD,2016-11-08 08:49:00+00:00,2016-11-09 03:08:00+00:00,-1,1.33594,1.34143,-0.004199478995119242,4.579166666666667,False
USDJPY,2016-11-09 01:00:00+00:00,2016-11-09 02:21:00+00:00,1,105.404,102.954,-0.02330953679766623,0.3375,False
EURUSD,2016-11-09 02:22:00+00:00,2016-11-09 13:01:00+00:00,1,1.11379,1.10177,-0.010845558528308041,2.6625,False
USDJPY,2016-11-09 02:22:00+00:00,2016-11-09 17:17:00+00:00,-1,102.607,105.048,-0.0238588352249193,3.7291666666666665,False
USDCHF,2016-11-09 02:22:00+00:00,2016-11-09 09:42:00+00:00,-1,0.96806,0.97956,-0.011983347279470195,1.8333333333333333,False
USDCAD,2016-11-09 03:09:00+00:00,2016-11-15 16:16:00+00:00,1,1.34238,1.34673,0.0031509788146957263,39.27916666666667,False
GBPUSD,2016-11-09 05:11:00+00:00,2016-11-09 08:00:00+00:00,1,1.25453,1.23841,-0.012920710200665653,0.7041666666666667,False
USDJPY,2016-11-09 17:59:00+00:00,2016-11-28 21:37:00+00:00,1,105.404,111.94,0.06194056400161285,114.90833333333333,False
EURUSD,2016-11-09 21:00:00+00:00,2016-11-23 06:47:00+00:00,-1,1.09079,1.06374,0.02474421504272257,80.44583333333334,False
AUDUSD,2016-11-10 14:51:00+00:00,2016-11-23 00:02:00+00:00,-1,0.75945,0.74079,0.024466362044218447,74.29583333333333,False
GBPUSD,2016-11-10 17:36:00+00:00,2016-11-15 09:37:00+00:00,1,1.25453,1.24109,-0.010784528625231715,28.004166666666666,False
NZDUSD,2016-11-11 14:44:00+00:00,2016-11-28 02:00:00+00:00,-1,0.715,0.70679,0.011287818387814067,98.81666666666666,False
USDCHF,2016-11-13 23:42:00+00:00,2016-11-28 01:12:00+00:00,1,0.98975,1.01032,0.02068094564558498,84.375,False
GBPUSD,2016-11-18 07:18:00+00:00,2016-11-21 13:26:00+00:00,-1,1.23841,1.24898,-0.008608124422121196,19.533333333333335,False
USDCAD,2016-11-22 08:30:00+00:00,2016-11-24 00:12:00+00:00,-1,1.33897,1.35083,-0.008947576760200372,9.925,False
EURUSD,2016-11-23 13:35:00+00:00,2016-11-28 00:53:00+00:00,-1,1.05737,1.06332,-0.005684075131934922,26.825,False
GBPUSD,2016-11-28 02:01:00+00:00,2016-11-28 11:32:00+00:00,1,1.24908,1.23969,-0.007589312518763269,2.379166666666667,False
NZDUSD,2016-11-28 08:06:00+00:00,2016-12-01 14:20:00+00:00,1,0.70968,0.70633,-0.004917224374779816,19.558333333333334,False
GBPUSD,2016-11-29 15:48:00+00:00,2016-12-07 08:13:00+00:00,1,1.25108,1.26194,0.008608252572684494,46.104166666666664,False
AUDUSD,2016-11-30 00:14:00+00:00,2016-11-30 14:09:00+00:00,1,0.74941,0.74294,-0.00873974247781717,3.4791666666666665,False
USDCAD,2016-11-30 11:09:00+00:00,2016-12-14 18:54:00+00:00,-1,1.33913,1.31785,0.015802011844041064,85.9375,False
USDJPY,2016-11-30 12:17:00+00:00,2016-12-05 17:57:00+00:00,1,113.432,113.459,0.00017631164846987346,31.416666666666668,False
USDCHF,2016-11-30 14:20:00+00:00,2016-12-01 18:58:00+00:00,1,1.01835,1.0113,-0.007020816967792776,7.158333333333333,False
EURUSD,2016-12-01 19:22:00+00:00,2016-12-04 22:09:00+00:00,1,1.06567,1.05903,-0.006286947546213728,18.695833333333333,False
USDCHF,2016-12-02 13:30:00+00:00,2016-12-08 13:36:00+00:00,-1,1.00778,1.01332,-0.005596737221279819,36.025,False
EURUSD,2016-12-04 22:58:00+00:00,2016-12-05 11:17:00+00:00,-1,1.05328,1.06809,-0.014118205554236828,3.0791666666666666,False
EURUSD,2016-12-05 11:18:00+00:00,2016-12-08 16:00:00+00:00,1,1.06851,1.0615,-0.006616504763509057,19.175,False
AUDUSD,2016-12-05 18:06:00+00:00,2016-12-14 19:15:00+00:00,1,0.74941,0.74459,-0.0065381279605045695,54.2875,False
NZDUSD,2016-12-05 18:07:00+00:00,2016-12-12 00:28:00+00:00,1,0.71554,0.7117,-0.005561688629281303,37.5875,False
USDJPY,2016-12-09 11:14:00+00:00,2016-12-14 12:00:00+00:00,1,114.681,114.934,0.002145015237455805,30.191666666666666,False
USDCHF,2016-12-09 11:54:00+00:00,2016-12-13 16:00:00+00:00,1,1.0187,1.01141,-0.007253987730061584,25.025,False
EURUSD,2016-12-09 15:04:00+00:00,2016-12-13 16:07:00+00:00,-1,1.05488,1.06432,-0.009006019813243438,24.2625,False
NZDUSD,2016-12-13 13:23:00+00:00,2016-12-14 20:24:00+00:00,1,0.72146,0.71243,-0.012709104264548965,7.754166666666666,False
USDJPY,2016-12-14 19:00:00+00:00,2016-12-23 12:00:00+00:00,1,115.836,117.365,0.01313886886597393,52.25,False
EURUSD,2016-12-14 20:07:00+00:00,2016-12-22 10:23:00+00:00,-1,1.05348,1.04653,0.0065404148274717,45.56666666666667,False
USDCHF,2016-12-14 20:29:00+00:00,2016-12-21 13:57:00+00:00,1,1.02047,1.02398,0.003341433778857539,40.36666666666667,False
AUDUSD,2016-12-14 20:33:00+00:00,2016-12-28 06:43:00+00:00,-1,0.74109,0.72155,0.026260036434788372,80.54166666666667,False
GBPUSD,2016-12-14 20:38:00+00:00,2016-12-28 00:55:00+00:00,-1,1.25542,1.2288,0.021133127551528384,79.07083333333334,False
NZDUSD,2016-12-15 08:25:00+00:00,2016-12-26 08:41:00+00:00,-1,0.70755,0.69264,0.020876915248487518,66.06666666666666,False
USDCAD,2016-12-15 11:06:00+00:00,2016-12-29 15:57:00+00:00,1,1.33331,1.34922,0.011842174340205736,85.2125,False
EURUSD,2016-12-28 04:00:00+00:00,2016-12-28 09:22:00+00:00,1,1.04695,1.04359,-0.0032665380427515656,1.3416666666666666,False
GBPUSD,2016-12-28 08:29:00+00:00,2016-12-29 23:40:00+00:00,-1,1.22525,1.22884,-0.0030035789929033327,9.795833333333333,False
USDCHF,2016-12-28 12:00:00+00:00,2016-12-29 05:21:00+00:00,1,1.02989,1.02533,-0.004524535409829777,4.3375,False
AUDUSD,2016-12-28 13:28:00+00:00,2016-12-29 04:18:00+00:00,-1,0.71706,0.72089,-0.005453125435831748,3.7083333333333335,False
EURUSD,2016-12-28 17:23:00+00:00,2016-12-29 09:40:00+00:00,-1,1.03766,1.04695,-0.009010919113749573,4.070833333333334,False
USDJPY,2016-12-28 22:23:00+00:00,2017-01-02 19:52:00+00:00,-1,116.923,117.645,-0.006235059164638911,29.370833333333334,False
EURUSD,2016-12-29 09:44:00+00:00,2017-01-03 08:18:00+00:00,1,1.04695,1.04517,-0.0017574356721237194,29.641666666666666,False
USDCHF,2016-12-29 09:44:00+00:00,2017-01-03 08:21:00+00:00,-1,1.02398,1.02529,-0.0013770472590903242,29.654166666666665,False
NZDUSD,2016-12-29 23:50:00+00:00,2017-01-02 09:52:00+00:00,1,0.69785,0.69131,-0.009571297569922033,20.508333333333333,False
AUDUSD,2017-01-02 09:31:00+00:00,2017-01-04 06:23:00+00:00,-1,0.71706,0.72434,-0.01026470670274195,11.216666666666667,False
USDJPY,2017-01-03 07:19:00+00:00,2017-01-05 00:03:00+00:00,1,117.765,116.763,-0.008567656037055782,10.183333333333334,False
EURUSD,2017-01-03 11:00:00+00:00,2017-01-05 00:05:00+00:00,-1,1.03933,1.0523,-0.01253728471086296,9.270833333333334,False
USDCHF,2017-01-03 11:26:00+00:00,2017-01-05 00:05:00+00:00,1,1.03024,1.01772,-0.01224897844296291,9.1625,False
GBPUSD,2017-01-03 15:12:00+00:00,2017-01-05 00:20:00+00:00,-1,1.22192,1.23451,-0.010377493606138311,8.283333333333333,False
USDCAD,2017-01-03 16:01:00+00:00,2017-01-11 15:01:00+00:00,-1,1.34088,1.32587,0.011105144612998068,47.75,False
AUDUSD,2017-01-04 06:24:00+00:00,2017-01-25 07:05:00+00:00,1,0.72435,0.75291,0.03931583815348061,126.17083333333333,False
NZDUSD,2017-01-04 21:51:00+00:00,2017-02-01 17:31:00+00:00,1,0.69745,0.72453,0.03862254845739188,166.91666666666666,False
USDJPY,2017-01-05 00:56:00+00:00,2017-01-18 21:07:00+00:00,-1,116.306,114.469,0.015734829431869466,83.04583333333333,False
USDCHF,2017-01-05 05:29:00+00:00,2017-01-11 04:07:00+00:00,-1,1.01606,1.01822,-0.0022243875552407466,35.65833333333333,False
EURUSD,2017-01-05 06:37:00+00:00,2017-01-11 10:28:00+00:00,1,1.05658,1.05243,-0.003984440805973821,36.9625,False
GBPUSD,2017-01-05 06:39:00+00:00,2017-01-09 04:19:00+00:00,1,1.23614,1.22406,-0.009844804782455863,23.416666666666668,False
GBPUSD,2017-01-09 05:22:00+00:00,2017-01-12 07:29:00+00:00,-1,1.22192,1.22571,-0.0031754475703327494,18.529166666666665,False
USDCAD,2017-01-11 16:44:00+00:00,2017-01-11 17:00:00+00:00,-1,1.32009,1.32587,-0.004469595387983619,0.06666666666666667,False
USDCAD,2017-01-11 17:41:00+00:00,2017-01-16 20:00:00+00:00,-1,1.32009,1.31704,0.002219646523185154,30.579166666666666,False
EURUSD,2017-01-11 18:10:00+00:00,2017-01-19 14:15:00+00:00,1,1.06157,1.05939,-0.0021100226073849093,47.020833333333336,False
USDCHF,2017-01-12 07:28:00+00:00,2017-01-19 15:55:00+00:00,-1,1.00981,1.01208,-0.0023470923783871465,44.1125,False
GBPUSD,2017-01-15 22:00:00+00:00,2017-01-17 12:36:00+00:00,-1,1.19972,1.22789,-0.02355637985287697,9.65,False
USDCAD,2017-01-17 09:29:00+00:00,2017-01-18 16:47:00+00:00,-1,1.30618,1.31759,-0.008827672801886535,7.825,False
USDCAD,2017-01-18 20:41:00+00:00,2017-01-23 21:34:00+00:00,1,1.32658,1.32332,-0.002547789905324671,30.220833333333335,False
EURUSD,2017-01-20 19:59:00+00:00,2017-01-26 10:31:00+00:00,1,1.07094,1.07132,0.00029879455073444916,33.63333333333333,False
USDCHF,2017-01-23 00:38:00+00:00,2017-01-26 16:17:00+00:00,-1,1.00037,1.00215,-0.001879398592450742,21.9125,False
GBPUSD,2017-01-23 01:37:00+00:00,2017-01-30 12:00:00+00:00,1,1.23947,1.2518,0.009874830074666052,44.59583333333333,False
USDJPY,2017-01-23 22:01:00+00:00,2017-01-26 09:42:00+00:00,-1,112.66,113.864,-0.010749490708481205,14.920833333333333,False
USDJPY,2017-01-27 13:46:00+00:00,2017-01-31 03:07:00+00:00,1,115.31,113.272,-0.01773426355110197,21.3375,False
USDCHF,2017-01-29 22:00:00+00:00,2017-01-30 12:00:00+00:00,-1,0.99664,1.00171,-0.005187690022978587,3.5,False
USDCHF,2017-01-30 16:03:00+00:00,2017-02-03 09:39:00+00:00,-1,0.99666,0.99498,0.0015853744192813898,22.4,False
EURUSD,2017-01-31 12:02:00+00:00,2017-02-06 12:37:00+00:00,1,1.07597,1.07307,-0.0027509293680297864,36.145833333333336,False
USDCAD,2017-01-31 13:30:00+00:00,2017-02-06 13:35:00+00:00,-1,1.30611,1.30776,-0.0013552314229928618,36.020833333333336,False
USDJPY,2017-01-31 14:34:00+00:00,2017-02-09 14:56:00+00:00,-1,112.717,112.733,-0.0002040571892453907,54.09166666666667,False
AUDUSD,2017-01-31 14:35:00+00:00,2017-02-07 07:31:00+00:00,1,0.75909,0.76385,0.006164951984508393,40.233333333333334,False
GBPUSD,2017-02-01 11:54:00+00:00,2017-02-03 13:30:00+00:00,1,1.2647,1.24621,-0.014690708403670372,12.4,False
