k_fixed,cagr_d0,cagr_d1,diff_pp,dd_d0,dd_d1,dd_diff_pp,fbar_d0,fbar_d1,p95_s0_d0,p95_s1_d0,p95_s2_d0,p95_s0_d1,p95_s1_d1,p95_s2_d1,yd_sum,yd_pos_years,yd_n_years,yd_best_year,yd_excl_best
8.269261851310727,0.24643242987359737,0.25390033842947024,0.7467908555872871,-0.19999993655015524,-0.18693518031754452,1.306475623261072,1.222839843393492,1.2216460019087894,-0.2784085610965869,-0.2819426796278529,-0.2818276458802238,-0.25541709848157035,-0.2609066905439702,-0.2588936274668996,0.08199162254077197,7,11,2023,0.02233316480895242
