label,gross_sharpe_full,net_sharpe_full,gross_total_full,net_total_full,is_net_total,is_net_sharpe,oos_net_total,oos_net_sharpe,is_gross_total,oos_gross_total,n_days
A_plain,-0.3856594584623598,-0.4190623257411289,-1.810274488298385,-1.9662847847236826,-0.8724448203473425,-0.3511622716162523,-1.0938399643763401,-0.4960443103530637,-0.7968953052903822,-1.0133791830080026,3066
B_usdfactor,-0.06288621585411891,-0.12245620272755592,-0.1814246323854426,-0.35318754890185317,-0.8413053644236832,-0.49757116484413827,0.48811781552183,0.4124738700114961,-0.7500032292756103,0.5685785968901677,3066
