instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry
USDCAD,2023-12-14 00:00:00+00:00,2024-02-13 00:00:00+00:00,-1,1.3403599999999998,-0.01213852994717866,51,2.531833754209571,0.003011475686928279
GBPUSD,2023-12-14 00:00:00+00:00,2024-02-05 00:00:00+00:00,1,1.2770949999999999,-0.01864387535774532,43,1.7695879948247835,0.004492419598250577
GBPUSD,2024-03-07 00:00:00+00:00,2024-04-10 00:00:00+00:00,1,1.2813450000000002,-0.02167253940195676,29,2.559625181521256,0.002009605590655437
USDCHF,2024-03-18 00:00:00+00:00,2024-06-03 00:00:00+00:00,1,0.8875900000000001,0.008359715634470796,66,1.48333740009474,0.002871870633057779
USDJPY,2024-03-19 00:00:00+00:00,2024-07-24 00:00:00+00:00,1,151.0265,0.01910922917501222,109,1.5495519638702953,0.00468670885785059
NZDUSD,2024-03-21 00:00:00+00:00,2024-05-15 00:00:00+00:00,-1,0.60448,-0.013962413975648395,47,1.8178066057640956,0.005096147039970427
USDCAD,2024-03-24 00:00:00+00:00,2024-08-21 00:00:00+00:00,1,1.3612300000000002,-0.0021524650499916208,129,2.1077694415176134,0.0032850337851363506
EURUSD,2024-04-12 00:00:00+00:00,2024-06-03 00:00:00+00:00,-1,1.06382,-0.025305032806301746,44,3.159504411964099,0.004127631668037742
GBPUSD,2024-04-12 00:00:00+00:00,2024-05-19 00:00:00+00:00,-1,1.244775,-0.020742704504830383,31,2.6029982085534886,0.004685666039248258
AUDUSD,2024-04-15 00:00:00+00:00,2024-05-15 00:00:00+00:00,-1,0.64409,-0.04021177164681931,26,2.377987872350242,0.006310886264855134
AUDUSD,2024-05-15 00:00:00+00:00,2024-07-24 00:00:00+00:00,1,0.66999,-0.018970432394513393,60,2.490619160037635,0.005224610583452666
GBPUSD,2024-07-08 00:00:00+00:00,2024-10-21 00:00:00+00:00,1,1.2815450000000002,0.012976524429497175,90,1.6675986645166914,0.0025190917564742784
USDCHF,2024-07-17 00:00:00+00:00,2024-10-16 00:00:00+00:00,-1,0.88222,0.018997528961030203,78,1.9361623648497674,0.003687243691558598
EURUSD,2024-07-17 00:00:00+00:00,2024-10-10 00:00:00+00:00,1,1.09405,-0.0006763859055800418,73,1.9658386894965512,0.002024770781345076
NZDUSD,2024-07-29 00:00:00+00:00,2024-08-20 00:00:00+00:00,-1,0.58755,-0.047825716960258766,19,2.5709412074259435,0.003274059127574957
USDJPY,2024-07-31 00:00:00+00:00,2024-10-13 00:00:00+00:00,-1,149.7825,0.0031645886535475692,63,2.9757560376684737,0.008039210731064773
USDCAD,2024-08-21 00:00:00+00:00,2024-10-10 00:00:00+00:00,-1,1.3583,-0.012037105205035733,43,1.672635191331137,0.0023331835294782685
AUDUSD,2024-08-23 00:00:00+00:00,2024-10-23 00:00:00+00:00,1,0.67961,-0.02389605803328383,52,1.607957055452249,0.005789430890765245
NZDUSD,2024-08-23 00:00:00+00:00,2024-10-15 00:00:00+00:00,1,0.62326,-0.029169207072489944,45,2.2747333921355835,0.006304707365951726
USDCAD,2024-10-25 00:00:00+00:00,2025-02-13 00:00:00+00:00,1,1.3891,0.021639910733568423,95,2.139043245319937,0.001624475051816261
EURUSD,2024-11-06 00:00:00+00:00,2025-02-20 00:00:00+00:00,-1,1.07312,0.021507380348889323,91,1.7930088260820973,0.005131962494366857
AUDUSD,2024-11-14 00:00:00+00:00,2025-02-14 00:00:00+00:00,-1,0.64544,0.01650037183936515,79,2.0124785806355026,0.006742859151155729
