vol_sd_win,n,sum_ret,mean_bps,win,pf,pos_years,n_years,worst_year,era_16_21,era_22_26,med_hold,d_sum_%
15,1213,1.653935629539479,13.635083508157287,0.6990931574608409,1.5701781301909676,11,11,0.01800671937736376,0.6806388980981883,0.9732967314412906,18.0,-13.342317038700555
20,1214,1.908585105233095,15.72145885694477,0.700164744645799,1.7068733478791565,11,11,0.09251192645648472,0.9009980468423103,1.0075870583907847,18.0,0.0
25,1220,2.0290303536930567,16.631396341746367,0.7040983606557377,1.7916382286636503,11,11,0.06744343329986592,0.915919345790063,1.1131110079029938,18.0,6.31070881406945
30,1252,1.7674021465912335,14.116630563827744,0.6932907348242812,1.6175187685233134,11,11,0.013293234562765596,0.7924719457646892,0.9749302008265446,18.0,-7.397257699159239
35,1240,1.942355593279411,15.66415801031783,0.6935483870967742,1.7110849281733251,11,11,0.034636295112903975,0.9372333645986145,1.0051222286807966,18.0,1.7693991194692626
40,1228,1.9538474728533723,15.910810039522577,0.6970684039087948,1.7227569150361666,11,11,0.05678683704309159,0.9724423469516721,0.9814051259017005,18.0,2.3715142435185967
