instr,entry,dir,exit_kind,bar_at,bars_base,ret_base,ret_limit
EURGBP,2021-01-14 12:00:00+00:00,1,limit,19,35,0.0022969598468327614,0.004512258892149785
EURGBP,2021-01-27 04:00:00+00:00,1,limit,7,7,0.0029981484923321733,0.002729397388557803
EURGBP,2021-02-01 08:00:00+00:00,1,limit,16,16,0.0014813358494159422,0.001535026067245625
EURGBP,2021-02-16 00:00:00+00:00,1,limit,45,45,-0.006706069131064364,-0.00816905923748279
EURGBP,2021-06-17 04:00:00+00:00,1,limit,6,8,0.004191738200857363,0.0029397245634841737
EURGBP,2021-07-06 00:00:00+00:00,1,limit,8,13,0.0027821563943460125,0.0023911425897871954
EURGBP,2021-08-06 08:00:00+00:00,1,limit,26,26,-0.00033547616880365814,-0.0005137286726393181
EURGBP,2021-10-14 08:00:00+00:00,1,limit,25,25,-0.0006102988300943769,-0.0007243045751792513
EURGBP,2022-03-04 00:00:00+00:00,1,limit,11,14,0.0031070067838711514,0.0035438949627702777
EURGBP,2022-03-30 12:00:00+00:00,-1,limit,11,11,0.008463933191509546,0.008128095446670132
EURGBP,2022-05-24 08:00:00+00:00,-1,limit,7,7,0.008246314392052825,0.007831430232641462
EURGBP,2022-06-29 08:00:00+00:00,-1,limit,2,3,0.004823217650160443,0.004634188357518797
EURGBP,2022-09-16 04:00:00+00:00,-1,limit,19,20,0.0021052648270293763,0.002239340619236779
EURGBP,2022-11-24 08:00:00+00:00,1,limit,13,13,0.009046784944450043,0.006170638777258797
EURGBP,2022-12-01 12:00:00+00:00,1,limit,12,12,0.0063401408100718214,0.005190333169961525
EURGBP,2023-05-30 04:00:00+00:00,1,limit,26,26,-0.002623886913519644,-0.003355743731633487
EURGBP,2023-06-09 12:00:00+00:00,1,limit,7,7,0.00663079902439487,0.004007284055594908
EURGBP,2023-08-03 08:00:00+00:00,-1,close,15,15,0.004207242044398618,0.004207242044398618
EURGBP,2023-08-10 12:00:00+00:00,-1,limit,6,7,0.003943821414116834,0.0028907345556347425
EURGBP,2023-11-10 08:00:00+00:00,-1,limit,8,9,0.0030519263705668116,0.002924100999408339
EURGBP,2024-01-25 12:00:00+00:00,1,limit,18,18,0.0023037450265083106,0.001202529918693466
EURGBP,2024-03-21 12:00:00+00:00,-1,limit,25,25,0.00032071509458612296,-4.299441662164883e-06
EURGBP,2024-07-12 04:00:00+00:00,1,limit,23,26,0.0003176503544131271,-0.0004916808069450509
EURGBP,2024-12-10 08:00:00+00:00,1,limit,13,14,0.0010262523243633778,0.0008153439673072714
EURGBP,2025-02-28 16:00:00+00:00,1,limit,2,11,0.003133650801622441,0.0026349655618290277
EURGBP,2025-06-30 12:00:00+00:00,-1,limit,31,31,-0.0033244293811824166,-0.0033561465204949726
EURGBP,2025-07-11 12:00:00+00:00,-1,limit,19,24,0.0019078392469495365,0.0004319943400037752
EURGBP,2025-10-28 08:00:00+00:00,-1,limit,25,25,-0.0015489212471149687,-0.0017467152527076697
EURGBP,2025-12-24 00:00:00+00:00,1,close,17,17,0.0010612014833415167,0.0010612014833415167
EURGBP,2026-02-02 16:00:00+00:00,1,limit,13,14,0.0022287389851671307,0.0019457413105289842
EURGBP,2026-02-27 04:00:00+00:00,-1,limit,8,9,0.002513656780949179,0.0010946852221734625
EURJPY,2016-10-06 04:00:00+00:00,-1,limit,20,20,0.009416898125259063,0.006448078132476734
EURJPY,2016-11-16 08:00:00+00:00,-1,limit,4,53,-0.011023366052432848,0.00854563800935605
EURJPY,2016-12-01 08:00:00+00:00,-1,limit,10,10,0.012454085972933477,0.008767307929886031
EURJPY,2016-12-15 04:00:00+00:00,-1,limit,3,14,0.008275708503303399,0.006107653250657082
EURJPY,2017-02-06 08:00:00+00:00,1,limit,19,20,-0.0003770955112707718,-0.00195766178081922
EURJPY,2017-02-22 04:00:00+00:00,1,limit,22,22,0.0019863540796963303,0.0014969719423921781
EURJPY,2017-04-03 08:00:00+00:00,1,limit,66,68,-0.02130071936971278,-0.02159859337476401
EURJPY,2017-05-05 12:00:00+00:00,-1,close,24,24,0.0015184506726619246,0.0015184506726619246
EURJPY,2017-05-15 12:00:00+00:00,-1,limit,12,12,0.004316663671003565,0.001815168293127771
EURJPY,2017-07-07 08:00:00+00:00,-1,limit,20,20,0.004481964635173608,0.0006950854462497225
EURJPY,2017-12-20 12:00:00+00:00,-1,limit,52,52,-0.0018715831977452594,-0.0023227636616751177
EURJPY,2018-02-23 12:00:00+00:00,1,limit,9,9,0.005437225160957779,0.005289086457243996
EURJPY,2018-03-01 08:00:00+00:00,1,limit,15,15,0.006833355779832317,0.004248258021637111
EURJPY,2018-04-24 12:00:00+00:00,-1,limit,11,11,0.004206881220968977,0.0031616321312728803
EURJPY,2018-09-20 12:00:00+00:00,-1,limit,27,29,0.003026920582724468,-0.0006234618266031626
EURJPY,2018-10-26 00:00:00+00:00,1,limit,13,13,0.005600557842670221,0.004817099722220587
EURJPY,2019-02-25 16:00:00+00:00,-1,limit,9,9,0.005367555600718455,0.00470772763735754
EURJPY,2019-05-29 04:00:00+00:00,1,limit,27,27,-0.00122834297944499,-0.0011220397485974033
EURJPY,2019-07-18 08:00:00+00:00,1,limit,32,32,0.0012521568607097313,-0.001435938205210483
EURJPY,2019-08-23 12:00:00+00:00,1,limit,5,23,0.0015533536568191166,0.0035721600453984285
EURJPY,2019-09-02 12:00:00+00:00,1,limit,11,11,0.004282083663096971,0.002900412982235333
EURJPY,2019-12-27 12:00:00+00:00,-1,limit,10,10,0.0044054032230977,0.00407138390287007
EURJPY,2020-01-13 12:00:00+00:00,-1,limit,24,24,0.0010637021243092076,0.0006251416521660409
EURJPY,2020-03-08 20:00:00+00:00,1,limit,8,9,0.004283530428220406,0.0035656822557318677
EURJPY,2020-04-02 08:00:00+00:00,1,limit,12,18,0.010849971887403354,0.008446121659945701
EURJPY,2020-04-16 12:00:00+00:00,1,limit,24,24,0.002086646141067999,0.002013496531825386
EURJPY,2020-05-06 08:00:00+00:00,1,limit,13,13,0.007390816674678702,0.00640009095392866
EURJPY,2020-06-02 08:00:00+00:00,-1,limit,29,29,-0.012684643432567906,-0.015056563910778606
EURJPY,2020-07-22 08:00:00+00:00,-1,limit,13,13,0.006048865802496985,0.005213352358690515
EURJPY,2020-08-12 04:00:00+00:00,-1,limit,21,24,-0.001049916055023501,-0.0025969451674013313
EURJPY,2020-10-29 04:00:00+00:00,1,limit,20,20,0.0018202435460679925,0.0004887940036365572
EURJPY,2020-12-01 12:00:00+00:00,-1,limit,28,36,-0.0036875744632640694,-0.0019090911006851541
EURJPY,2021-02-15 00:00:00+00:00,-1,limit,15,15,-4.1728034211786105e-05,-0.00027119136871397824
EURJPY,2021-03-12 12:00:00+00:00,-1,limit,13,13,0.0031008756898582715,0.0017766377816803135
EURJPY,2021-04-27 08:00:00+00:00,-1,limit,30,30,-0.005030936037620291,-0.005084448013997522
EURJPY,2021-05-07 16:00:00+00:00,-1,limit,12,15,0.0016001602621072094,0.0015799320875333985
EURJPY,2021-05-18 08:00:00+00:00,-1,limit,7,17,0.002139541575052623,0.0029733533969681695
EURJPY,2021-07-06 08:00:00+00:00,1,limit,20,22,-0.00148701487655022,-0.0013078604988084335
EURJPY,2021-07-19 04:00:00+00:00,1,limit,14,14,0.004675035829599612,0.002252967849167569
EURJPY,2021-11-26 04:00:00+00:00,1,limit,19,19,0.002774126704097822,0.00174995760899797
EURJPY,2022-03-02 04:00:00+00:00,1,limit,32,32,-0.004715773216498763,-0.009139265703054669
EURJPY,2022-03-24 16:00:00+00:00,-1,limit,29,29,-0.003972852062027312,-0.0042053477711489155
EURJPY,2022-06-02 12:00:00+00:00,-1,limit,36,36,-0.01668384480141426,-0.01668848548989653
EURJPY,2022-08-02 00:00:00+00:00,1,limit,9,13,0.015638568481937204,0.014060113131889576
EURJPY,2022-10-17 12:00:00+00:00,-1,limit,24,24,0.014693094989631438,0.0026282697649906424
EURJPY,2022-12-02 04:00:00+00:00,1,limit,8,8,0.007869723661109227,0.007888829084562185
EURJPY,2023-01-03 00:00:00+00:00,1,limit,9,9,0.010371646445647226,0.010260775023934122
EURJPY,2023-02-15 12:00:00+00:00,-1,limit,30,30,0.00047670212252417984,0.00047817926408380963
EURJPY,2023-02-24 16:00:00+00:00,-1,limit,29,29,-0.0035045705078587948,-0.003611297298489118
EURJPY,2023-04-13 08:00:00+00:00,-1,limit,34,34,-0.001285585873479875,-0.0017500688151956825
EURJPY,2023-08-30 16:00:00+00:00,-1,limit,4,4,0.00778271572781853,0.006123708135405678
EURJPY,2023-10-23 12:00:00+00:00,-1,limit,7,11,0.005716205934863215,0.005107601979863939
EURJPY,2023-11-14 12:00:00+00:00,-1,limit,17,17,0.005905767064792487,0.003294209210188512
EURJPY,2024-02-22 16:00:00+00:00,-1,limit,23,27,0.0033817346760573845,0.0001318894645158805
EURJPY,2024-03-21 04:00:00+00:00,-1,limit,8,11,0.01034255723537357,0.010486536110792831
EURJPY,2024-04-04 04:00:00+00:00,-1,limit,3,3,0.004988089463974611,0.004499003841124769
EURJPY,2024-04-23 12:00:00+00:00,-1,limit,23,39,-0.008165207766618734,-0.006299073009068484
EURJPY,2024-07-01 00:00:00+00:00,-1,limit,31,52,0.004445809072150588,-0.0026689025944056305
EURJPY,2024-12-02 12:00:00+00:00,1,limit,12,18,0.01220793475932507,0.010548385015807897
EURJPY,2025-02-21 12:00:00+00:00,1,limit,20,24,0.0035690013484921085,0.004590805132055199
EURJPY,2025-05-01 08:00:00+00:00,-1,limit,13,13,0.0022274017994024214,0.00187733271227066
EURJPY,2025-05-13 12:00:00+00:00,-1,limit,5,9,0.009154866102445655,0.007047049836948205
EURJPY,2025-06-11 08:00:00+00:00,-1,limit,10,34,-0.001701688523418252,0.004952866303505307
EURJPY,2025-06-20 12:00:00+00:00,-1,limit,36,42,-0.0032713715909671154,-0.004590278578675174
EURJPY,2025-07-07 00:00:00+00:00,-1,limit,22,47,-0.009411398170718923,-0.0031782692350934153
EURJPY,2025-09-18 04:00:00+00:00,-1,limit,6,44,-0.0011390531891678607,0.0030476739658255383
EURJPY,2025-10-30 08:00:00+00:00,-1,limit,7,8,0.006134344359423584,0.005753146309180754
EURJPY,2025-11-12 04:00:00+00:00,-1,limit,44,45,-0.0054842056887898045,-0.007171171337790257
EURJPY,2025-12-10 04:00:00+00:00,-1,limit,19,19,0.0018908654410468217,0.0017370545518179956
EURJPY,2026-01-22 20:00:00+00:00,-1,limit,2,5,0.011374556602126891,0.006067035202003751
EURJPY,2026-04-07 12:00:00+00:00,-1,limit,49,49,-0.008536148471289123,-0.011203064998083075
EURUSD,2016-10-21 00:00:00+00:00,1,limit,20,20,0.0011371884035720442,0.0009471310469313848
EURUSD,2017-01-23 20:00:00+00:00,-1,limit,15,16,0.008113831906268411,0.003755028523863715
EURUSD,2017-03-02 16:00:00+00:00,1,limit,4,5,0.00575172428171005,0.003978562120769416
EURUSD,2017-03-27 04:00:00+00:00,-1,limit,9,9,0.0047489739483186945,0.004507519530128399
EURUSD,2017-05-04 12:00:00+00:00,-1,limit,12,12,0.0025440403338755748,0.002524823877016027
EURUSD,2017-05-16 04:00:00+00:00,-1,limit,48,50,-0.014742690312338439,-0.015182459792430849
EURUSD,2017-07-11 16:00:00+00:00,-1,limit,5,5,0.004579671292371695,0.004491354721980686
EURUSD,2017-07-18 00:00:00+00:00,-1,limit,14,14,0.0036692933081910843,0.0035192538896658297
EURUSD,2017-09-07 12:00:00+00:00,-1,limit,13,13,0.005213398242100941,0.004832086643882456
EURUSD,2017-11-07 08:00:00+00:00,1,limit,6,12,0.0059985310165007934,0.0034086206526772033
EURUSD,2018-01-24 08:00:00+00:00,-1,limit,20,20,-0.0013938198018827864,-0.0017415772481763766
EURUSD,2018-05-02 16:00:00+00:00,1,limit,36,37,-0.001289813427202617,-0.0019946143890927272
EURUSD,2018-05-15 20:00:00+00:00,1,limit,27,27,-0.00031302747805421547,-0.0005231738461574366
EURUSD,2018-05-25 08:00:00+00:00,1,limit,20,20,-0.0004456582149041555,-0.0009562550260726605
EURUSD,2018-08-06 08:00:00+00:00,1,limit,7,10,0.006602261608000057,0.00563686594593617
EURUSD,2018-10-18 16:00:00+00:00,1,limit,5,10,0.00668750345950581,0.0052151173100118825
EURUSD,2018-10-26 08:00:00+00:00,1,limit,25,25,0.005010188692284341,0.0031409913787065805
EURUSD,2018-12-20 08:00:00+00:00,-1,limit,7,8,0.008433111745137715,0.00652226466006845
EURUSD,2019-01-09 12:00:00+00:00,-1,limit,12,12,0.0028061319561473543,0.0027398646607855117
EURUSD,2019-01-24 16:00:00+00:00,1,limit,5,5,0.008656015692803878,0.005460215382574625
EURUSD,2019-02-11 12:00:00+00:00,1,limit,25,28,0.0036006644326830417,0.0022081248169709914
EURUSD,2019-06-21 16:00:00+00:00,-1,limit,31,32,0.00038686620638422837,0.000688173173264433
EURUSD,2019-07-25 08:00:00+00:00,1,limit,1,19,0.003248127415473663,0.0062815509442797676
EURUSD,2019-08-30 00:00:00+00:00,1,limit,21,22,-0.0018471554376416886,-0.0025731594727024963
EURUSD,2019-09-26 04:00:00+00:00,1,limit,22,27,0.0004203154524791971,-0.00022489702253874412
EURUSD,2019-12-27 12:00:00+00:00,-1,limit,21,21,-0.00035832164166269394,-0.00028617620676261307
EURUSD,2020-02-07 08:00:00+00:00,1,limit,62,63,-0.009112907668148424,-0.012141375544680857
EURUSD,2020-08-05 12:00:00+00:00,-1,limit,10,11,0.006589894217188238,0.006216284713541168
EURUSD,2020-12-01 12:00:00+00:00,-1,limit,36,37,-0.0043385407235407136,-0.006425876719688229
EURUSD,2020-12-16 08:00:00+00:00,-1,limit,2,17,0.0008199800750039095,0.004403191803569727
EURUSD,2021-03-08 08:00:00+00:00,1,limit,16,16,0.005342457062209244,0.005456268589877611
EURUSD,2021-03-23 16:00:00+00:00,1,limit,42,42,-0.006457058210570395,-0.006987041909548987
EURUSD,2021-04-23 16:00:00+00:00,-1,limit,16,29,0.0015289243275296864,0.0029602095365225986
EURUSD,2021-05-18 08:00:00+00:00,-1,limit,8,19,0.0032493294238701924,0.003999456650908157
EURUSD,2021-06-30 12:00:00+00:00,1,limit,18,22,0.002067843268742744,0.0025209838204107225
EURUSD,2021-08-10 08:00:00+00:00,1,limit,18,18,0.003130919509231538,0.0026566614643704516
EURUSD,2021-09-29 04:00:00+00:00,1,limit,21,50,-0.00760616054039869,-0.002426773461265354
EURUSD,2021-11-15 16:00:00+00:00,1,limit,53,53,-0.009512350350925493,-0.011919707519726576
EURUSD,2022-01-14 00:00:00+00:00,-1,limit,10,13,0.007015920407235853,0.00620354903263495
EURUSD,2022-03-04 08:00:00+00:00,1,limit,19,20,0.006177508110941958,0.0002749456110000255
EURUSD,2022-05-12 04:00:00+00:00,1,limit,19,19,0.00035376395021922676,-0.0003266285174678891
EURUSD,2022-09-23 04:00:00+00:00,1,limit,22,22,-0.004439987244953677,-0.004813910561445944
EURUSD,2023-01-12 16:00:00+00:00,-1,limit,19,19,0.005097053787312427,0.005075499556469276
EURUSD,2023-01-23 00:00:00+00:00,-1,limit,9,21,0.003908756970458393,0.004426917764234025
EURUSD,2023-02-01 16:00:00+00:00,-1,limit,5,6,0.0063217317611639935,0.006102185712877984
EURUSD,2023-02-24 12:00:00+00:00,1,limit,7,12,0.00628930865185187,0.006779241571880327
EURUSD,2023-04-13 04:00:00+00:00,-1,limit,12,15,0.0076913254750311895,0.0024218528168555124
EURUSD,2023-05-18 12:00:00+00:00,1,limit,49,49,-0.0029513021738730443,-0.00311119521602236
EURUSD,2023-07-12 00:00:00+00:00,-1,limit,34,39,-0.01613810699849685,-0.014287308020588791
EURUSD,2023-09-26 12:00:00+00:00,1,limit,16,16,0.0031403424051849246,0.0013389381633613247
EURUSD,2023-10-03 12:00:00+00:00,1,limit,6,9,0.0068789348489177735,0.0068436597960191544
EURUSD,2023-11-28 16:00:00+00:00,-1,limit,9,9,0.0035573247871289603,0.0033453243943855344
EURUSD,2023-12-27 12:00:00+00:00,-1,limit,12,13,0.005932925764310714,0.005650405585776037
EURUSD,2024-02-13 16:00:00+00:00,1,limit,11,11,0.00554159065372426,0.0038021436683038064
EURUSD,2024-07-17 08:00:00+00:00,-1,limit,8,10,0.004188383912088438,0.0035099642585039907
EURUSD,2024-10-16 12:00:00+00:00,1,limit,38,38,-0.004056252999204656,-0.0046373944808428234
EURUSD,2024-11-21 16:00:00+00:00,1,limit,12,13,0.001955343418939334,0.0020957916151058526
EURUSD,2025-01-13 00:00:00+00:00,1,limit,8,9,0.007733724863208974,0.005591906613510174
EURUSD,2025-06-25 16:00:00+00:00,-1,limit,36,37,-0.007719692317895401,-0.007467937207705387
EURUSD,2025-11-04 08:00:00+00:00,1,limit,13,13,0.004273467952768001,0.0037243792815503524
EURUSD,2025-12-10 20:00:00+00:00,-1,limit,27,27,-0.0010340479647945162,-0.0016704525968899366
EURUSD,2025-12-23 00:00:00+00:00,-1,limit,19,24,0.0008576316135572811,0.0007794229865364894
EURUSD,2026-03-13 00:00:00+00:00,1,limit,15,16,0.001320729794979229,0.0005186101734018875
GBPAUD,2017-04-11 12:00:00+00:00,-1,limit,9,9,0.005118039335887933,0.004944870252352201
GBPAUD,2017-04-18 04:00:00+00:00,-1,limit,26,28,-0.012667574759392475,-0.01188828430486007
GBPAUD,2017-04-28 04:00:00+00:00,-1,limit,9,9,0.00935755385028981,0.008225918965860134
GBPAUD,2017-05-05 00:00:00+00:00,-1,limit,27,27,0.002915615977390642,0.0004525680100328108
GBPAUD,2017-11-16 08:00:00+00:00,-1,limit,31,31,-0.0030754446894469224,-0.00427891951288359
GBPAUD,2018-02-02 00:00:00+00:00,-1,limit,10,10,0.008914016473487144,0.0076100621676683956
GBPAUD,2018-05-21 04:00:00+00:00,1,limit,36,36,-0.008273749578361545,-0.00832708216651107
GBPAUD,2018-08-08 04:00:00+00:00,1,limit,12,13,0.003918575894762523,0.0039424388344447905
GBPAUD,2019-01-23 08:00:00+00:00,-1,limit,28,28,-0.0011859020134905986,-0.00311298683090455
GBPAUD,2019-02-27 08:00:00+00:00,-1,limit,26,26,0.0015781633812720812,-0.00012982105590900392
GBPAUD,2019-07-15 04:00:00+00:00,1,limit,31,39,-0.004147247247432131,-0.005158921543999138
GBPAUD,2019-08-23 08:00:00+00:00,-1,limit,9,24,0.00020414806494180006,0.0041461131957550475
GBPAUD,2019-09-17 12:00:00+00:00,-1,limit,29,36,-0.004778313256902245,-0.005472198279874073
GBPAUD,2020-02-23 20:00:00+00:00,-1,limit,21,21,0.0013093209933624748,0.0007081214689096557
GBPAUD,2020-04-23 12:00:00+00:00,1,limit,31,31,-0.0023704497931706513,-0.006286026459468483
GBPAUD,2020-05-18 12:00:00+00:00,1,limit,43,97,-0.025230286978657552,-0.007464349059517426
GBPAUD,2020-10-22 00:00:00+00:00,-1,limit,5,8,0.01166339191268625,0.009260338090574487
GBPAUD,2021-03-25 12:00:00+00:00,-1,limit,14,16,0.007230097976983116,0.005390920407224627
GBPAUD,2021-04-01 00:00:00+00:00,-1,limit,21,21,0.00380165213126376,0.002892739427339398
GBPAUD,2021-04-16 04:00:00+00:00,1,limit,5,5,0.008461344277982806,0.007979821545459632
GBPAUD,2021-05-27 16:00:00+00:00,-1,limit,11,16,0.0011757721056091638,0.001449728546914946
GBPAUD,2021-07-12 00:00:00+00:00,-1,limit,16,17,0.0032886214155652127,0.0034593118157977666
GBPAUD,2021-07-27 00:00:00+00:00,-1,limit,30,32,-0.004200205153867009,-0.006263359999247088
GBPAUD,2021-11-01 12:00:00+00:00,1,limit,4,4,0.006599134625478968,0.0065908661455775725
GBPAUD,2021-12-03 12:00:00+00:00,-1,limit,11,11,0.005884320032298302,0.004279667015586759
GBPAUD,2022-03-01 04:00:00+00:00,1,limit,55,55,-0.026455210476928413,-0.027145713676473376
GBPAUD,2022-06-02 12:00:00+00:00,1,limit,16,18,0.0063279928120380325,0.007158011275772281
GBPAUD,2022-07-22 04:00:00+00:00,1,limit,18,18,0.007867730469457587,0.00452923843019221
GBPAUD,2022-08-10 12:00:00+00:00,1,limit,19,25,-0.0004654722930123424,-0.0010326480712415055
GBPAUD,2022-10-13 08:00:00+00:00,-1,limit,25,27,3.493867890601159e-05,0.0010069304319308425
GBPAUD,2022-12-05 16:00:00+00:00,-1,limit,16,17,0.006141691014255931,0.005537751851610771
GBPAUD,2023-02-02 20:00:00+00:00,1,limit,4,5,0.007182082809347185,0.006152150644255061
GBPAUD,2023-02-27 16:00:00+00:00,-1,limit,11,11,0.008236486618909918,0.007325952398363249
GBPAUD,2023-03-07 08:00:00+00:00,-1,limit,7,43,-0.007315832262768072,0.005963296526339747
GBPAUD,2023-03-21 12:00:00+00:00,-1,limit,7,41,-0.003752645751579362,0.003956187520561254
GBPAUD,2023-06-26 04:00:00+00:00,-1,limit,20,28,0.0011647483089683769,0.0033125357788052166
GBPAUD,2023-07-06 12:00:00+00:00,-1,limit,25,25,0.00321120162920477,0.00022701095348920755
GBPAUD,2023-08-11 12:00:00+00:00,-1,limit,10,43,-0.01256326408505262,0.0028394538830552444
GBPAUD,2023-09-20 08:00:00+00:00,1,limit,33,33,0.001851319025629491,-0.00012999564883098817
GBPAUD,2023-12-20 04:00:00+00:00,1,limit,31,34,-0.0003815853111537688,-0.0006270417820098375
GBPAUD,2024-03-05 04:00:00+00:00,-1,limit,8,8,0.0071179591858322264,0.004433334266603878
GBPAUD,2024-03-19 04:00:00+00:00,-1,limit,9,9,0.0034500998865801273,0.0028682242947131835
GBPAUD,2024-04-05 04:00:00+00:00,1,limit,21,21,0.004484236455872373,0.0007107316261916984
GBPAUD,2024-07-17 04:00:00+00:00,-1,limit,65,66,-0.016364207286741185,-0.016742771504997152
GBPAUD,2024-10-02 00:00:00+00:00,1,limit,16,16,0.0032038990649982035,0.002641173096776769
GBPAUD,2024-12-18 00:00:00+00:00,-1,limit,10,10,0.00317077366355265,0.002971987060995403
GBPAUD,2024-12-27 12:00:00+00:00,-1,limit,5,7,0.005596225419130805,0.004527844679713996
GBPAUD,2025-09-11 12:00:00+00:00,1,limit,17,17,0.0035331400903959253,0.0030759680341062605
GBPAUD,2025-10-28 12:00:00+00:00,1,limit,29,29,-0.0014696595539918456,-0.001816457375820241
GBPAUD,2026-01-07 16:00:00+00:00,1,limit,3,9,0.00408780470116861,0.0036091430931129015
GBPAUD,2026-01-21 04:00:00+00:00,1,limit,46,48,-0.010862143631592325,-0.010799050070920083
GBPAUD,2026-02-08 20:00:00+00:00,1,limit,27,27,-0.0027180014588168975,-0.0027863958985059603
GBPAUD,2026-02-19 12:00:00+00:00,1,limit,14,18,0.003744235514846189,0.0032290701246651906
GBPAUD,2026-05-13 04:00:00+00:00,1,limit,18,20,-0.0005941033561890257,-0.000280862513851577
GBPCHF,2016-10-05 16:00:00+00:00,1,limit,52,53,-0.025363262618343315,-0.027496326209334163
GBPCHF,2016-11-23 12:00:00+00:00,-1,limit,12,18,0.0028548132045813257,0.002807637031095516
GBPCHF,2016-11-30 12:00:00+00:00,-1,limit,29,29,-0.0024209491296493125,-0.0035088455877255054
GBPCHF,2017-04-18 08:00:00+00:00,-1,limit,22,28,-0.003982078976183963,-0.003254969421632613
GBPCHF,2017-04-28 04:00:00+00:00,-1,limit,13,13,0.0037103765371214914,0.0027749789226590633
GBPCHF,2017-05-08 12:00:00+00:00,-1,limit,24,24,0.0016279579056381016,-0.0028636421711880486
GBPCHF,2017-07-27 08:00:00+00:00,-1,limit,35,35,-0.007254853342586508,-0.007718830668913577
GBPCHF,2017-10-31 16:00:00+00:00,-1,limit,11,11,0.016281666045157003,0.005479273675342564
GBPCHF,2017-12-07 16:00:00+00:00,-1,limit,6,7,0.008225628617756324,0.007098970879041801
GBPCHF,2018-04-03 12:00:00+00:00,-1,limit,6,75,-0.014934754929985172,0.003097171256300829
GBPCHF,2018-05-22 12:00:00+00:00,1,limit,49,49,-0.01251512888828012,-0.01285318596857236
GBPCHF,2018-07-30 16:00:00+00:00,1,limit,9,11,0.0029292432976919915,0.0026106839940525607
GBPCHF,2018-08-02 16:00:00+00:00,1,limit,65,68,-0.020619167806337775,-0.021165676553695428
GBPCHF,2018-10-04 12:00:00+00:00,-1,limit,40,40,-0.005396333693167197,-0.008796801669856169
GBPCHF,2019-01-17 12:00:00+00:00,-1,limit,52,52,-0.013783537309162092,-0.013949764027578818
GBPCHF,2019-05-31 08:00:00+00:00,1,limit,25,30,-0.0012559702052963074,-0.00046759895434443394
GBPCHF,2019-07-16 04:00:00+00:00,1,limit,13,13,0.0037527801678676974,0.003525652950328776
GBPCHF,2019-09-17 12:00:00+00:00,-1,limit,11,19,0.0030552125112669874,0.0045278493739490284
GBPCHF,2020-03-13 12:00:00+00:00,1,limit,30,31,-0.0213422220722503,-0.02199318641474352
GBPCHF,2020-06-19 08:00:00+00:00,1,limit,17,46,-0.0017439975418282196,0.0066102899611107345
GBPCHF,2020-08-19 12:00:00+00:00,-1,limit,4,4,0.005762796970199205,0.005732491925708822
GBPCHF,2020-08-28 12:00:00+00:00,-1,limit,24,25,-0.0014579288385399845,-0.002113224502128817
GBPCHF,2020-11-23 12:00:00+00:00,-1,limit,17,17,0.0010529950697173505,0.001111745813995895
GBPCHF,2021-02-01 00:00:00+00:00,-1,limit,39,39,-0.005371925681698356,-0.005313637690056172
GBPCHF,2021-02-16 12:00:00+00:00,-1,limit,46,46,-0.020357843562097085,-0.020622273082583433
GBPCHF,2021-03-04 12:00:00+00:00,-1,limit,5,37,0.0023497871048524664,0.010054368807234126
GBPCHF,2021-08-02 12:00:00+00:00,1,limit,11,16,0.00295438238822344,0.003383072514366054
GBPCHF,2021-10-29 16:00:00+00:00,1,limit,42,42,-0.009589986598258462,-0.011261151201061774
GBPCHF,2022-01-10 08:00:00+00:00,-1,limit,19,19,0.001510564087553173,2.2641190140396865e-05
GBPCHF,2022-03-02 04:00:00+00:00,1,limit,32,34,-0.000637157037709553,-0.0009850252194849997
GBPCHF,2022-08-22 04:00:00+00:00,1,limit,8,8,0.00779897693033188,0.005803863323437346
GBPCHF,2022-09-02 16:00:00+00:00,1,limit,9,10,0.00435475237180911,0.0027204658743910414
GBPCHF,2022-09-21 08:00:00+00:00,1,limit,5,5,0.008941833849040933,0.0067283949407910045
GBPCHF,2022-10-28 08:00:00+00:00,-1,limit,13,14,0.004929733005699856,0.004827561656484476
GBPCHF,2022-12-29 16:00:00+00:00,1,limit,7,7,0.004511555988551586,0.004314039929029805
GBPCHF,2023-04-04 08:00:00+00:00,-1,limit,2,3,0.006922674008928684,0.007119909215142521
GBPCHF,2023-07-19 04:00:00+00:00,1,limit,24,24,0.0030422340244082905,0.0028765390464974613
GBPCHF,2023-09-18 04:00:00+00:00,1,limit,6,8,0.0026719208269072483,0.0023333150023416246
GBPCHF,2023-10-09 08:00:00+00:00,1,limit,7,8,0.003639373471029907,0.0033798400933843214
GBPCHF,2023-10-13 08:00:00+00:00,1,limit,39,39,-0.013343591634478036,-0.013301533714957039
GBPCHF,2023-12-21 08:00:00+00:00,1,limit,47,47,-0.00840840669316416,-0.0104529525923976
GBPCHF,2024-03-06 08:00:00+00:00,-1,limit,22,24,0.0037222190759809005,0.001608309441849641
GBPCHF,2024-03-26 16:00:00+00:00,-1,limit,11,11,0.002927672143636678,0.0028850409584891606
GBPCHF,2024-04-04 04:00:00+00:00,-1,limit,3,3,0.007632688552338457,0.005186170395227398
GBPCHF,2024-11-19 08:00:00+00:00,1,limit,5,5,0.005767103394195581,0.005660784651498355
GBPCHF,2024-11-22 08:00:00+00:00,1,limit,1,1,0.006407037941956064,0.006305799283172705
GBPCHF,2025-06-30 08:00:00+00:00,1,limit,32,32,-0.005781021020095072,-0.0063252408145817555
