instr,entry,dir,exit_kind,bar_at,bars_base,ret_base,ret_limit
AUDUSD,2021-02-24 20:00:00+00:00,-1,limit,5,6,0.01406789183631887,0.011262934763011665
AUDUSD,2021-03-25 12:00:00+00:00,1,limit,12,12,0.010886653839270082,0.009976314439138344
AUDUSD,2021-07-01 12:00:00+00:00,1,limit,7,7,0.007509439622479681,0.006325515354275323
AUDUSD,2021-07-16 16:00:00+00:00,1,limit,22,23,-0.0017579626207144216,-0.0025327082686321407
AUDUSD,2021-10-19 04:00:00+00:00,-1,limit,20,22,-0.00020100269110188837,0.00031662574472316417
AUDUSD,2021-10-28 12:00:00+00:00,-1,limit,6,6,0.004903123081463741,0.00436484636267366
AUDUSD,2021-11-26 00:00:00+00:00,1,limit,20,45,-0.007113746450717318,0.002478697553536606
AUDUSD,2022-03-03 20:00:00+00:00,-1,limit,15,15,0.008070003164422508,0.0030798224724261206
AUDUSD,2022-05-10 04:00:00+00:00,1,limit,8,27,-0.00010081868890939957,0.011676899301486774
AUDUSD,2022-07-01 00:00:00+00:00,1,limit,9,9,0.006690093438214389,0.005522264014298356
AUDUSD,2022-07-11 12:00:00+00:00,1,limit,11,11,0.006520068423531736,0.005090613842285294
AUDUSD,2022-09-07 00:00:00+00:00,1,limit,12,12,0.017404910753488868,0.009853874843090185
AUDUSD,2022-09-23 08:00:00+00:00,1,limit,28,39,-0.011965943110490316,-0.01014698384832101
AUDUSD,2023-01-23 12:00:00+00:00,-1,limit,31,32,-0.003754486989042574,-0.005129808094494275
AUDUSD,2023-03-07 08:00:00+00:00,1,limit,22,23,-0.00016510837120846335,-0.003193562429727123
AUDUSD,2023-05-24 00:00:00+00:00,1,limit,25,27,-0.007574835433406651,-0.0068780196395725616
AUDUSD,2023-06-14 12:00:00+00:00,-1,limit,22,22,0.0031768264918107026,0.0014974746780072787
AUDUSD,2023-08-11 12:00:00+00:00,1,limit,11,42,-0.00756408257802707,0.004202592061621369
AUDUSD,2023-11-28 12:00:00+00:00,-1,limit,11,11,0.006293559645427653,0.005868556072688765
AUDUSD,2024-02-13 12:00:00+00:00,1,limit,7,8,0.005867605139867669,0.005220086194523686
AUDUSD,2024-04-15 16:00:00+00:00,1,limit,27,27,-0.0010709885246712313,-0.0009135821207710173
AUDUSD,2024-05-15 00:00:00+00:00,-1,limit,25,25,-0.0014592464349031506,-0.002231571987645661
AUDUSD,2024-07-05 12:00:00+00:00,-1,limit,39,41,-0.0009640840869014483,-0.002529717877219646
AUDUSD,2024-09-24 12:00:00+00:00,-1,limit,7,7,0.007595810551609999,0.006912560754569044
AUDUSD,2024-10-29 00:00:00+00:00,1,limit,21,24,0.00403797853995387,0.00297636272864399
AUDUSD,2024-11-13 12:00:00+00:00,1,limit,20,20,0.0007232624850403001,0.0009253051900339318
AUDUSD,2024-12-18 00:00:00+00:00,1,limit,46,47,-0.0120474308671854,-0.013852221482468641
AUDUSD,2025-01-13 00:00:00+00:00,1,limit,5,5,0.007750427779730849,0.007329408881827811
AUDUSD,2025-06-05 12:00:00+00:00,-1,limit,17,26,0.0023481304484850272,0.0032287869316579496
AUDUSD,2025-07-23 08:00:00+00:00,-1,limit,12,13,0.0065167212647598725,0.005832611627923843
AUDUSD,2025-08-21 00:00:00+00:00,1,limit,9,9,0.009469079589518443,0.006285753539336851
AUDUSD,2025-09-08 04:00:00+00:00,-1,limit,46,47,-0.010249960363750095,-0.00996234708602759
AUDUSD,2025-12-23 08:00:00+00:00,-1,limit,23,31,-0.000672451872409065,0.0011208322801362475
AUDUSD,2026-02-09 12:00:00+00:00,-1,limit,22,22,0.0038795158865060158,0.0021059003552517876
AUDUSD,2026-03-26 08:00:00+00:00,1,limit,22,22,0.0013749649587857236,-0.0006144413382136368
AUDUSD,2026-05-07 04:00:00+00:00,-1,limit,4,4,0.007243374091218119,0.0073020805201119195
EURAUD,2016-10-18 04:00:00+00:00,1,limit,14,29,-0.0015248250756946362,0.004546541511532498
EURAUD,2016-12-22 08:00:00+00:00,-1,limit,26,26,0.0013389141256724504,0.0010743620864209112
EURAUD,2017-02-14 00:00:00+00:00,1,limit,15,15,0.0033683581113810456,0.002082879708167082
EURAUD,2017-02-22 00:00:00+00:00,1,limit,14,14,0.006524696797152781,0.0026011184379843813
EURAUD,2017-03-27 04:00:00+00:00,-1,limit,9,10,0.00727730369863224,0.006594513096324598
EURAUD,2017-04-19 12:00:00+00:00,-1,limit,12,12,0.006027899599562356,0.005817014244698693
EURAUD,2017-05-04 04:00:00+00:00,-1,limit,26,26,0.0005689017682494928,-0.0009571415971951781
EURAUD,2017-05-16 08:00:00+00:00,-1,limit,31,31,-0.0028925549425882565,-0.003915105318452537
EURAUD,2017-10-09 04:00:00+00:00,-1,limit,21,22,0.00029833331047699,-0.00030025452007068055
EURAUD,2017-11-13 12:00:00+00:00,-1,limit,36,36,-0.013612492871235194,-0.01498965263451393
EURAUD,2017-12-01 00:00:00+00:00,-1,limit,3,3,0.007795500037602818,0.006350916454833196
EURAUD,2018-02-15 12:00:00+00:00,-1,limit,4,4,0.004957438521402725,0.004634319392660995
EURAUD,2018-03-19 12:00:00+00:00,-1,limit,13,14,0.007615684744868828,0.007839150319450294
EURAUD,2018-03-27 16:00:00+00:00,-1,limit,9,9,0.0067799073579061595,0.005636531919330739
EURAUD,2018-05-16 08:00:00+00:00,1,limit,67,67,-0.01868203014398932,-0.01986545166731906
EURAUD,2018-11-01 00:00:00+00:00,1,limit,58,77,-0.01602146629363376,-0.014779278256531397
EURAUD,2018-12-21 20:00:00+00:00,-1,limit,16,16,0.006392638376312873,0.005571635962041717
EURAUD,2019-04-10 16:00:00+00:00,1,limit,5,5,0.00463206447940049,0.0029441440359993585
EURAUD,2019-05-05 20:00:00+00:00,-1,limit,8,8,0.006105291002496578,0.005073969220433649
EURAUD,2019-05-09 12:00:00+00:00,-1,limit,40,41,-0.002107660760640417,-0.004535327472368671
EURAUD,2019-06-13 00:00:00+00:00,-1,limit,22,22,0.0033472880937921836,0.001880644662397869
EURAUD,2019-07-16 08:00:00+00:00,1,limit,35,35,0.0001509183996795043,-0.0006158695931589871
EURAUD,2019-08-25 20:00:00+00:00,-1,limit,3,3,0.010929949891060551,0.010424404171604187
EURAUD,2019-11-05 08:00:00+00:00,1,limit,23,25,0.0013285095777156057,0.0013584529030557862
EURAUD,2019-12-20 12:00:00+00:00,1,limit,34,46,-0.0033745257875811606,-0.001936025913365604
EURAUD,2020-01-28 16:00:00+00:00,-1,limit,30,30,-0.005808354208054393,-0.006363393404224974
EURAUD,2020-02-26 08:00:00+00:00,-1,limit,32,32,-0.015399740889180965,-0.01505616151797132
EURAUD,2020-03-18 16:00:00+00:00,-1,limit,5,9,0.034230311077734325,0.03078803472907578
EURAUD,2020-07-27 12:00:00+00:00,-1,limit,6,9,0.0065689688608646,0.006544103369629091
EURAUD,2020-12-31 00:00:00+00:00,1,limit,11,70,-0.015905792865051248,0.001901505481188164
EURAUD,2021-01-21 00:00:00+00:00,1,limit,4,5,0.004840684497526131,0.004381629032213104
EURAUD,2021-02-24 20:00:00+00:00,1,limit,5,5,0.010240711330066243,0.009045487962351969
EURAUD,2021-04-09 04:00:00+00:00,-1,limit,19,19,0.0030345473032056284,0.002287036083317395
EURAUD,2021-05-19 08:00:00+00:00,-1,limit,12,12,0.004971810131476542,0.004804954507382255
EURAUD,2021-05-28 12:00:00+00:00,-1,limit,5,5,0.003720898814303738,0.002905114846180735
EURAUD,2021-06-03 12:00:00+00:00,-1,limit,4,6,0.0072741044732450985,0.0029780254051844962
EURAUD,2021-07-18 20:00:00+00:00,-1,limit,20,21,0.000781766303421789,-0.000483430104711549
EURAUD,2021-07-30 08:00:00+00:00,-1,limit,12,12,0.004364534168035945,0.002648490313853142
EURAUD,2021-10-07 12:00:00+00:00,1,limit,43,43,-0.005940338198190986,-0.006139998259319271
EURAUD,2021-10-19 12:00:00+00:00,1,limit,15,18,0.0022414130457869335,0.0026706621451629436
EURAUD,2022-02-24 08:00:00+00:00,1,limit,57,57,-0.03162310102838647,-0.03718622536825363
EURAUD,2022-03-23 08:00:00+00:00,1,limit,25,25,0.005352848060122046,0.0008907002304766817
EURAUD,2022-06-22 20:00:00+00:00,-1,limit,10,10,0.00818550157512084,0.00764413817716447
EURAUD,2022-07-25 12:00:00+00:00,1,limit,24,27,-0.002633183948753389,-0.0024388816539552384
EURAUD,2022-09-14 08:00:00+00:00,-1,limit,3,4,0.008866246299768133,0.008039745402546906
EURAUD,2022-09-28 04:00:00+00:00,-1,limit,1,2,0.007575446592097638,0.005191040264771519
EURAUD,2022-12-06 12:00:00+00:00,-1,limit,12,17,0.007409754744955941,0.006236998843085363
EURAUD,2023-01-25 00:00:00+00:00,1,limit,21,21,0.0033740223402560082,0.002649909254682069
EURAUD,2023-02-28 04:00:00+00:00,-1,limit,19,19,0.004481578944704587,0.004123014864807792
EURAUD,2023-03-06 16:00:00+00:00,-1,limit,30,41,-0.003989383359881881,-0.006828631413107933
EURAUD,2023-04-26 00:00:00+00:00,-1,limit,20,20,0.0021130195859880175,0.001176267302620988
EURAUD,2023-08-14 00:00:00+00:00,-1,limit,3,6,0.00763361333097394,0.005743384214925733
EURAUD,2023-08-16 20:00:00+00:00,-1,limit,22,22,0.004438360387981014,0.0001402613840060682
EURAUD,2023-09-28 16:00:00+00:00,1,limit,9,9,0.00232701218768167,0.0022090057698148794
EURAUD,2023-12-14 00:00:00+00:00,1,limit,3,3,0.010099979543294306,0.006876992884673588
EURAUD,2024-04-09 12:00:00+00:00,1,limit,6,6,0.0060308140179197115,0.003344204132437306
EURAUD,2024-05-03 12:00:00+00:00,1,limit,16,16,0.0034378620163853773,0.002045009164257268
EURAUD,2024-06-19 04:00:00+00:00,1,limit,20,20,0.004116300068993121,0.0018715410495342161
EURAUD,2024-09-30 00:00:00+00:00,1,limit,20,25,0.000454982541010132,0.0013569527811574755
EURAUD,2024-11-22 08:00:00+00:00,1,limit,9,10,0.008537035766904101,0.00883472293760834
EURAUD,2024-12-18 00:00:00+00:00,-1,limit,34,34,-0.0016806211238961477,-0.001954617061757988
EURAUD,2024-12-27 08:00:00+00:00,-1,limit,5,5,0.005011444262474479,0.004984528768168602
EURAUD,2025-02-07 16:00:00+00:00,1,limit,17,17,0.0030169084953675274,0.0017766196132805174
EURAUD,2025-07-07 00:00:00+00:00,-1,limit,7,8,0.007581815356592788,0.0050869102567168275
EURAUD,2025-08-19 04:00:00+00:00,-1,limit,24,25,-0.001265224321170272,-0.0016515856678638524
EURAUD,2025-10-29 00:00:00+00:00,1,limit,26,26,0.003333961995171509,0.001996872931408121
EURAUD,2025-12-05 08:00:00+00:00,1,limit,23,23,0.0025355897852326354,0.0003920339560967172
EURAUD,2026-02-11 12:00:00+00:00,1,limit,10,10,0.006526429621587467,0.005230987910914893
EURCAD,2016-08-02 04:00:00+00:00,-1,limit,8,8,0.0053544049137056226,0.005418140193379302
EURCAD,2016-11-16 04:00:00+00:00,1,limit,44,45,-0.004490812743351672,-0.008265605432544485
EURCAD,2016-12-02 08:00:00+00:00,1,limit,7,7,0.006702951860394871,0.003483243620659408
EURCAD,2017-02-13 12:00:00+00:00,1,limit,18,18,0.003955475099506176,0.0018910632839787005
EURCAD,2017-03-10 12:00:00+00:00,-1,limit,17,18,0.004156160169797221,0.0037742060622909255
EURCAD,2017-03-27 08:00:00+00:00,-1,limit,8,11,0.00675562069616626,0.004268379107445398
EURCAD,2017-05-04 12:00:00+00:00,-1,limit,10,10,0.006242307164482928,0.006249712387913588
EURCAD,2017-07-04 12:00:00+00:00,1,limit,12,13,0.009430972889339924,0.006322416811078633
EURCAD,2017-10-24 16:00:00+00:00,-1,limit,17,17,0.00036463258035713685,-0.0009883202999850778
EURCAD,2017-11-14 12:00:00+00:00,-1,limit,31,31,0.0025329264257711623,-0.00011072741018556433
EURCAD,2017-11-24 12:00:00+00:00,-1,limit,31,31,0.0028529643925026397,-0.003611864633588957
EURCAD,2018-02-13 12:00:00+00:00,-1,limit,29,29,0.00032767686842957434,0.000285304795589702
EURCAD,2018-02-22 16:00:00+00:00,-1,limit,5,5,0.005665219280618955,0.004442422791074483
EURCAD,2018-04-13 08:00:00+00:00,1,limit,7,7,0.007346240134966105,0.006336582720187589
EURCAD,2018-05-16 12:00:00+00:00,1,limit,12,12,0.0037919388869655604,0.003852136040826619
EURCAD,2018-06-25 12:00:00+00:00,-1,limit,11,11,0.006920251071344421,0.00625358058347286
EURCAD,2018-08-14 12:00:00+00:00,1,limit,12,12,0.0059109056371435915,0.00488764848175039
EURCAD,2018-11-21 08:00:00+00:00,-1,limit,7,8,0.006740223732470749,0.006783115642064341
EURCAD,2018-12-19 16:00:00+00:00,-1,limit,28,28,-0.0049322077627661515,-0.005249266344737306
EURCAD,2019-03-20 16:00:00+00:00,-1,limit,10,11,0.004399755842469886,0.0035113693266351277
EURCAD,2019-05-21 08:00:00+00:00,1,limit,12,13,0.00652972509990309,0.0036941786426706513
EURCAD,2019-06-03 16:00:00+00:00,-1,limit,5,5,0.002799148261943321,0.002500245126833835
EURCAD,2019-07-01 04:00:00+00:00,1,limit,43,43,-0.006874645457395546,-0.0069548691936209585
EURCAD,2019-09-06 20:00:00+00:00,1,limit,22,23,0.007469310704115638,0.0018943319101300002
EURCAD,2019-09-26 04:00:00+00:00,1,limit,27,27,0.005101557896819995,-0.0009602580387403376
EURCAD,2019-10-25 12:00:00+00:00,1,limit,13,13,0.0041131391386137915,0.0034037297990955266
EURCAD,2020-01-02 16:00:00+00:00,1,limit,30,30,0.002196648967631009,3.0904018797386337e-06
EURCAD,2020-01-20 12:00:00+00:00,1,limit,5,5,0.0024718484037523,0.002248006100872597
EURCAD,2020-03-18 20:00:00+00:00,-1,limit,4,4,0.02336225242951345,0.013290448726669016
EURCAD,2020-07-24 04:00:00+00:00,-1,limit,39,39,-0.009746673120434382,-0.010190649182503352
EURCAD,2020-10-12 08:00:00+00:00,1,limit,19,19,0.00043842413934011353,0.0004931374029669851
EURCAD,2020-12-22 08:00:00+00:00,-1,limit,12,12,0.006053211319018292,0.0060866498115873325
EURCAD,2021-02-24 12:00:00+00:00,1,limit,6,6,0.004178843973905227,0.0037468602206604394
EURCAD,2021-03-05 00:00:00+00:00,1,limit,60,60,-0.015147990675354848,-0.01609968098284493
EURCAD,2021-03-31 16:00:00+00:00,1,limit,15,15,0.003818468153461686,0.0036360411343511795
EURCAD,2021-05-12 08:00:00+00:00,1,limit,8,8,0.0033271731155408465,0.0030683998634319465
EURCAD,2021-07-19 00:00:00+00:00,-1,limit,15,15,0.008122368013298971,0.0003066046654057855
EURCAD,2021-12-07 12:00:00+00:00,1,limit,16,18,0.009829246004581451,0.010133320135163758
EURCAD,2021-12-20 12:00:00+00:00,-1,limit,14,16,0.006325017528597689,0.006369214542651949
EURCAD,2022-03-06 20:00:00+00:00,1,limit,10,11,0.016605498260607688,0.013387926037321295
EURCAD,2022-03-22 00:00:00+00:00,1,limit,28,33,-0.0003485348489220248,-0.0016090170779785274
EURCAD,2022-04-05 12:00:00+00:00,1,limit,12,22,0.008776300214530738,0.008986940150626475
EURCAD,2022-04-28 12:00:00+00:00,1,limit,7,7,0.005602764139552946,0.005695471476011449
EURCAD,2022-07-11 16:00:00+00:00,1,limit,16,16,0.006821302561343326,0.005952582188746371
EURCAD,2022-09-16 12:00:00+00:00,-1,limit,17,18,0.0031733095934278156,0.0032787104294841386
EURCAD,2022-09-29 12:00:00+00:00,-1,limit,35,36,-0.003294943683738896,-0.004388408894254508
EURCAD,2022-10-26 04:00:00+00:00,-1,limit,8,8,0.005840427638763713,0.0025098691225121247
EURCAD,2022-11-24 00:00:00+00:00,-1,limit,112,116,-0.0382134985921406,-0.038383546269811504
EURCAD,2023-03-22 12:00:00+00:00,-1,limit,17,17,0.0026337672298634577,0.002170383500226747
EURCAD,2023-04-24 08:00:00+00:00,-1,limit,26,26,-0.0018867841679734124,-0.003505414785916188
EURCAD,2023-09-14 08:00:00+00:00,1,limit,69,69,-0.012660145482068334,-0.016326582025787056
EURCAD,2023-11-08 12:00:00+00:00,-1,limit,62,62,-0.011187926950778922,-0.011315899911535164
EURCAD,2024-05-08 08:00:00+00:00,-1,limit,6,6,0.0038878372862440227,0.0036625004653864294
EURCAD,2024-05-15 12:00:00+00:00,-1,limit,12,50,-0.001602037961240443,0.0003842408828014735
EURCAD,2024-06-20 16:00:00+00:00,1,limit,12,30,0.0008353580703123896,0.002842691338949369
EURCAD,2024-07-17 08:00:00+00:00,-1,close,25,25,0.0004848195955004064,0.0004848195955004064
EURCAD,2024-11-20 12:00:00+00:00,1,limit,19,21,-0.0009544181477823173,-0.0023515093396573915
EURCAD,2025-01-24 12:00:00+00:00,-1,limit,13,18,0.0038272449365603697,0.004428099922233192
EURCAD,2025-02-07 16:00:00+00:00,1,limit,17,17,0.004755123109212069,0.004746002822497266
EURCAD,2025-04-21 04:00:00+00:00,-1,limit,8,8,0.007434565340732507,0.007347063226109419
EURCAD,2025-06-20 12:00:00+00:00,-1,limit,3,55,-0.012093061545077012,0.005009600837868978
EURCAD,2025-08-22 12:00:00+00:00,-1,limit,7,7,0.004586935915684162,0.003407331815098498
EURCAD,2025-09-16 16:00:00+00:00,-1,limit,11,11,0.0032501543076409595,0.002784864450740776
EURCAD,2025-10-02 08:00:00+00:00,-1,limit,10,12,0.006710547316531552,0.0020320523067017993
EURCAD,2025-12-26 12:00:00+00:00,1,limit,6,12,0.0019288892531605555,0.002322270224578135
EURCAD,2026-03-01 20:00:00+00:00,1,limit,42,66,-0.02225203288997604,-0.015484285770566049
EURCHF,2016-09-29 16:00:00+00:00,1,limit,4,4,0.003417194945743912,0.003273316730111801
EURCHF,2016-10-21 12:00:00+00:00,1,limit,13,16,0.0016421647180208901,0.001993621688874808
EURCHF,2016-12-19 12:00:00+00:00,1,limit,17,18,0.0026860403590870147,0.002290254014305159
EURCHF,2017-02-07 04:00:00+00:00,1,limit,13,13,0.0022551491068040627,0.001073705214372235
EURCHF,2017-05-08 08:00:00+00:00,-1,limit,33,34,-0.005680962347037811,-0.005711314245766473
EURCHF,2017-07-06 12:00:00+00:00,-1,limit,29,29,-0.000882866098108832,-0.001237383832640017
EURCHF,2017-07-25 16:00:00+00:00,-1,limit,48,61,-0.03296948666919313,-0.029790974818645417
EURCHF,2017-09-19 16:00:00+00:00,-1,limit,24,24,0.005959904574727502,-0.000301302594311931
EURCHF,2017-10-18 16:00:00+00:00,-1,limit,4,38,-0.003697556553451532,0.003069420711427773
EURCHF,2017-11-16 12:00:00+00:00,-1,close,8,8,0.0034250444456825862,0.0034250444456825862
EURCHF,2018-01-04 12:00:00+00:00,-1,limit,6,6,0.002440005441624365,0.002211544672002156
EURCHF,2018-03-26 12:00:00+00:00,-1,limit,21,22,-0.0005051898869629407,-0.0006197004250430654
EURCHF,2018-04-17 12:00:00+00:00,-1,limit,24,24,-0.0008983579037620918,-0.0015304625597693446
EURCHF,2018-10-12 08:00:00+00:00,-1,limit,4,7,0.003526598401596073,0.0032649233985704096
EURCHF,2018-11-20 12:00:00+00:00,1,limit,11,42,-0.0021161678323493274,0.0012989376456758997
EURCHF,2018-12-10 12:00:00+00:00,1,limit,11,11,0.0024026036641918635,0.0022638410157913486
EURCHF,2019-01-29 16:00:00+00:00,-1,limit,33,34,-0.0026605206609755052,-0.0025085422153689903
EURCHF,2019-05-31 00:00:00+00:00,1,limit,21,29,-0.001163450807698322,-0.00010966188719909985
EURCHF,2019-07-19 08:00:00+00:00,1,limit,26,26,0.0003139762498651235,-0.002058885138179071
EURCHF,2019-08-02 08:00:00+00:00,1,limit,19,46,-0.002383425566422968,0.0018915965752670974
EURCHF,2019-10-11 00:00:00+00:00,-1,limit,28,28,-0.00013116541653459033,-0.0006379802278176799
EURCHF,2019-10-24 00:00:00+00:00,-1,limit,3,11,0.0012499248575466848,0.001359268457402387
EURCHF,2019-12-18 16:00:00+00:00,1,limit,34,34,-0.0006734179477203419,-0.0012718131017878894
EURCHF,2019-12-31 20:00:00+00:00,1,limit,3,3,0.0030023834226047554,0.002531250331778391
EURCHF,2020-01-07 20:00:00+00:00,1,limit,16,20,0.001556071270146703,0.001744202815769751
EURCHF,2020-01-14 08:00:00+00:00,1,limit,36,36,0.00043789549294532225,-0.0017894957403364609
EURCHF,2020-01-27 08:00:00+00:00,1,limit,8,8,0.002909144650173195,0.0024081241704284597
EURCHF,2020-03-06 20:00:00+00:00,1,limit,6,38,0.00027742738563059035,0.004661199345802232
EURCHF,2020-04-03 20:00:00+00:00,1,limit,3,9,0.004603192500329328,0.0038135501940037633
EURCHF,2020-06-04 12:00:00+00:00,-1,limit,17,17,0.005517983570679607,0.0023716304871638613
EURCHF,2020-10-15 08:00:00+00:00,1,limit,20,20,0.002280848856991141,0.0021095684090273233
EURCHF,2020-12-01 20:00:00+00:00,-1,limit,4,4,0.0023530499575177043,0.0021031705376071733
EURCHF,2021-01-15 08:00:00+00:00,1,limit,18,18,0.002159869507970796,0.0016718154348512478
EURCHF,2021-03-04 12:00:00+00:00,-1,limit,6,19,0.006988481105346859,0.006861226871803382
EURCHF,2021-06-08 08:00:00+00:00,1,limit,27,29,-0.0010142677269820337,-0.0007982535732772147
EURCHF,2021-07-28 12:00:00+00:00,1,limit,43,43,-0.0034549891332052818,-0.004294043298667809
EURCHF,2021-09-19 20:00:00+00:00,-1,limit,3,3,0.003976871666601484,0.0033840355982058356
EURCHF,2021-10-29 08:00:00+00:00,1,limit,38,38,-0.002423000815198944,-0.004324816451828412
EURCHF,2021-11-26 04:00:00+00:00,1,limit,39,39,-0.002767844826239332,-0.0030659311399172094
EURCHF,2022-01-21 12:00:00+00:00,1,limit,12,14,0.0036436977957830293,0.0030364597465608587
EURCHF,2022-03-04 00:00:00+00:00,1,limit,17,19,3.795491040087755e-05,0.0007536812676198042
EURCHF,2022-05-04 12:00:00+00:00,-1,limit,35,35,-0.0053644401896791455,-0.006509506204083464
EURCHF,2022-06-29 04:00:00+00:00,1,limit,20,20,-0.00220731230370736,-0.0022203264771352097
EURCHF,2022-07-06 12:00:00+00:00,1,limit,12,12,0.006633679719460706,0.005894096402984725
EURCHF,2022-08-15 08:00:00+00:00,1,limit,12,12,0.0047677458106235426,0.0047659449088935995
EURCHF,2022-09-21 08:00:00+00:00,1,limit,5,5,0.009042261193685907,0.005593863009505263
EURCHF,2022-10-25 12:00:00+00:00,-1,limit,13,14,0.0046009165071883625,0.0038771969998299956
EURCHF,2023-01-10 16:00:00+00:00,-1,limit,29,29,-0.006908247200937084,-0.00862134929690316
EURCHF,2023-04-13 08:00:00+00:00,1,limit,18,20,0.0032690890645317976,0.0029678988932382157
EURCHF,2023-04-20 20:00:00+00:00,1,limit,14,21,0.002788744837104381,0.0018988419518899328
EURCHF,2023-05-19 20:00:00+00:00,1,limit,15,16,0.001091614753368325,0.0006027076144981098
EURCHF,2023-10-20 04:00:00+00:00,1,limit,9,9,0.00794600110566641,0.006105842316502926
EURCHF,2023-12-27 16:00:00+00:00,1,limit,30,39,-0.005982495023920751,-0.004381822457701365
EURCHF,2024-02-26 12:00:00+00:00,-1,limit,8,8,0.00234527971980393,0.002231477545940361
EURCHF,2024-04-04 04:00:00+00:00,-1,limit,3,3,0.007801570000835958,0.006007021243602486
EURCHF,2024-10-23 08:00:00+00:00,1,limit,8,8,0.0033929578638372737,0.0025840026303411
EURCHF,2024-11-19 08:00:00+00:00,1,limit,5,22,-0.00022421760835108484,0.0027545523382428716
EURCHF,2024-12-06 12:00:00+00:00,1,limit,6,14,0.0027086472641555943,0.003067843645542392
EURCHF,2024-12-30 08:00:00+00:00,-1,limit,10,12,0.005285541489907144,0.004794432826347644
EURCHF,2025-01-07 08:00:00+00:00,-1,limit,3,6,0.004384272157149375,0.0034622400328173544
EURCHF,2025-01-20 08:00:00+00:00,-1,limit,31,31,-0.000736549632981462,-0.002319454520404676
EURCHF,2025-02-12 12:00:00+00:00,-1,limit,6,11,0.0038549307472441775,0.004466624929755106
EURCHF,2025-06-11 12:00:00+00:00,-1,limit,8,8,0.0038916613766560196,0.0025754400457578667
EURCHF,2025-07-01 04:00:00+00:00,1,limit,13,13,0.003405936230911383,0.0030903515423482595
EURCHF,2025-07-09 12:00:00+00:00,1,limit,30,30,0.0012910890969966059,-0.0002873086675518267
EURCHF,2025-07-31 16:00:00+00:00,1,limit,4,4,0.003797147763581295,0.003663069162360796
EURCHF,2025-10-07 12:00:00+00:00,1,limit,8,10,0.002267495733916403,0.002029655633305868
EURCHF,2025-12-04 16:00:00+00:00,-1,limit,8,24,0.0012691850651823555,0.0013403902031998574
EURCHF,2026-02-09 12:00:00+00:00,1,limit,12,12,0.0030507730768669153,0.0018833353709804637
EURCHF,2026-03-06 12:00:00+00:00,1,limit,14,25,0.000858113288557624,0.0018500252724841582
EURCHF,2026-04-07 12:00:00+00:00,-1,limit,4,4,0.004263708902775282,0.0033888264699593936
EURCHF,2026-05-22 04:00:00+00:00,1,limit,13,13,-0.00010925250069985967,-0.00010399221105936122
EURGBP,2016-09-26 04:00:00+00:00,-1,limit,8,8,0.007398288251326818,0.0069446793917843875
EURGBP,2016-12-01 08:00:00+00:00,1,limit,15,15,0.005278634070653347,0.0033681440744898314
EURGBP,2017-03-10 12:00:00+00:00,-1,limit,17,17,0.006623374647010327,0.0045157411561088535
EURGBP,2017-04-18 08:00:00+00:00,1,limit,22,22,0.0056406597393741775,-0.003060405036510514
EURGBP,2017-05-26 00:00:00+00:00,-1,limit,14,14,0.002798247707648473,0.0018715455374731594
EURGBP,2017-07-11 12:00:00+00:00,-1,limit,10,10,0.006795166777742875,0.0050798913610005225
EURGBP,2017-08-03 08:00:00+00:00,-1,limit,25,31,-0.0007851584580148483,-0.00031910950130391975
EURGBP,2017-08-16 16:00:00+00:00,-1,limit,4,9,0.004219134167452751,0.004431001229282556
EURGBP,2017-08-22 04:00:00+00:00,-1,limit,38,38,-0.006591576161355847,-0.007010765273436101
EURGBP,2018-03-05 00:00:00+00:00,-1,limit,21,23,0.0020395078994492437,0.0024821318550765302
EURGBP,2018-04-03 12:00:00+00:00,1,limit,5,5,0.0038023923695911926,0.002912879635849781
EURGBP,2018-06-28 08:00:00+00:00,-1,limit,19,21,0.0014633268595566464,0.0016371356534075963
EURGBP,2018-08-23 20:00:00+00:00,-1,limit,23,23,0.001254070527176201,-0.0028300984381960494
EURGBP,2018-10-05 04:00:00+00:00,1,limit,33,33,-0.004493499866029801,-0.005844695156548965
EURGBP,2018-12-07 16:00:00+00:00,-1,limit,18,18,-0.0022179056433696753,-0.002619249111569481
EURGBP,2019-01-23 08:00:00+00:00,1,limit,24,27,0.00024132195273583528,-0.001525241240964883
EURGBP,2019-02-26 08:00:00+00:00,1,limit,20,20,0.0008981051536253111,0.0009807053336994922
EURGBP,2019-05-17 12:00:00+00:00,-1,limit,36,50,-0.005001362175399476,-0.0027784893035452834
EURGBP,2019-05-31 08:00:00+00:00,-1,limit,6,6,0.004261130994130666,0.004231402544353452
EURGBP,2019-06-10 08:00:00+00:00,-1,limit,12,12,0.004640849932661108,0.0037374153149493305
EURGBP,2019-07-16 04:00:00+00:00,-1,limit,13,13,0.0037403152003852073,0.0011525010153427468
EURGBP,2019-09-20 04:00:00+00:00,1,limit,9,13,0.005834936047151555,0.006361352006284733
EURGBP,2020-02-12 12:00:00+00:00,1,limit,31,32,-0.005113077735631298,-0.006940550001344783
EURGBP,2020-05-29 04:00:00+00:00,-1,limit,6,7,0.003975589636183714,0.0039002245221673396
EURGBP,2020-08-26 12:00:00+00:00,1,limit,19,38,-0.003681996314398104,0.00012117170260434796
EURGBP,2020-11-23 12:00:00+00:00,1,limit,11,16,0.003271354469459822,0.003463680446250677
