era,log_growth,share,ann_pp,n_bars
2016-18,-0.022754038309233327,-0.38106969353628944,-0.8821111534823234,4143
2019-21,0.005909850381030246,0.09897429383471931,0.19732436959782884,4838
2022-23,0.034882327530525066,0.584186318104935,1.770416335458025,3221
2024-26,0.04167765658555011,0.6979900273755593,1.7329899363461188,3915
