instr,entry,exit,dir,entry_price,exit_price,ret,bars_held,forced
XAUUSD,2016-07-04 04:00:00+00:00,2016-07-13 01:05:00+00:00,1,1345.849,1330.409,-0.01176777368431603,53.270833333333336,False
XAUUSD,2016-07-21 00:00:00+00:00,2016-07-27 19:01:00+00:00,-1,1312.758,1336.629,-0.018491373333597416,40.75416666666667,False
XAUUSD,2016-08-02 08:18:00+00:00,2016-08-09 07:06:00+00:00,1,1359.94,1330.889,-0.021652918081962347,41.7,False
XAUUSD,2016-08-24 12:40:00+00:00,2016-09-05 16:07:00+00:00,-1,1330.889,1327.739,0.002066598581636861,72.8625,False
XAUUSD,2016-10-04 02:31:00+00:00,2016-10-18 12:35:00+00:00,-1,1308.418,1263.389,0.03411434485689687,86.51666666666667,False
XAUUSD,2016-10-28 17:24:00+00:00,2016-11-09 18:12:00+00:00,1,1275.122,1272.552,-0.0023288236225833536,72.2,False
XAUUSD,2016-11-10 16:21:00+00:00,2016-12-28 06:14:00+00:00,-1,1262.158,1143.629,0.09360771119165608,285.47083333333336,False
XAUUSD,2017-01-04 08:30:00+00:00,2017-01-25 14:34:00+00:00,1,1164.281,1194.248,0.025390710539716865,127.51666666666667,False
XAUUSD,2017-02-02 08:47:00+00:00,2017-03-02 17:26:00+00:00,1,1217.539,1230.951,0.010685376751504272,170.1625,False
XAUUSD,2017-03-07 09:26:00+00:00,2017-03-16 12:19:00+00:00,-1,1223.058,1230.769,-0.006632822453629206,54.72083333333333,False
XAUUSD,2017-03-23 07:06:00+00:00,2017-04-24 12:00:00+00:00,1,1247.938,1269.588,0.017025360977712234,193.225,False
XAUUSD,2017-05-03 14:00:00+00:00,2017-05-16 08:00:00+00:00,-1,1250.281,1234.641,0.012191210009591206,76.5,False
XAUUSD,2017-05-26 07:06:00+00:00,2017-06-13 12:38:00+00:00,1,1263.072,1261.239,-0.0017676319905768345,109.38333333333334,False
XAUUSD,2017-06-15 20:50:00+00:00,2017-07-14 12:30:00+00:00,-1,1254.048,1227.651,0.020733773152726523,171.91666666666666,False
XAUUSD,2017-07-21 08:00:00+00:00,2017-08-07 20:59:00+00:00,1,1247.801,1256.699,0.006809289415633524,105.24583333333334,False
XAUUSD,2017-08-09 12:20:00+00:00,2017-09-13 14:31:00+00:00,1,1271.671,1323.541,0.04046794053799463,210.54583333333332,False
XAUUSD,2017-09-20 18:18:00+00:00,2017-10-10 01:53:00+00:00,-1,1303.039,1288.072,0.011180967103379626,115.89583333333333,False
XAUUSD,2017-10-26 17:30:00+00:00,2017-11-02 14:09:00+00:00,-1,1268.288,1282.631,-0.011626164745664469,41.1625,False
XAUUSD,2017-11-03 14:58:00+00:00,2017-11-06 17:01:00+00:00,-1,1266.442,1280.091,-0.011095035546127816,18.5125,False
XAUUSD,2017-11-15 13:33:00+00:00,2017-11-30 13:36:00+00:00,1,1287.798,1276.322,-0.009220511211974092,90.0125,False
XAUUSD,2017-11-30 17:03:00+00:00,2017-12-19 05:44:00+00:00,-1,1273.011,1263.592,0.007085890992456679,111.17083333333333,False
XAUUSD,2017-12-26 16:12:00+00:00,2018-02-02 13:53:00+00:00,1,1282.312,1336.219,0.04172046733285928,227.42083333333332,False
XAUUSD,2018-02-06 20:01:00+00:00,2018-02-14 15:10:00+00:00,-1,1325.521,1343.749,-0.014055462789769541,46.7875,False
XAUUSD,2018-02-16 09:31:00+00:00,2018-02-27 15:42:00+00:00,1,1361.171,1321.909,-0.029133865786769353,67.54583333333333,False
XAUUSD,2018-03-01 09:03:00+00:00,2018-03-06 23:01:00+00:00,-1,1310.771,1339.331,-0.022097238531907114,33.49166666666667,False
XAUUSD,2018-03-23 05:30:00+00:00,2018-04-06 07:29:00+00:00,1,1339.068,1322.529,-0.01264795395693774,84.49583333333334,False
XAUUSD,2018-04-11 12:36:00+00:00,2018-04-20 14:27:00+00:00,1,1355.171,1335.372,-0.014902930636704004,54.4625,False
XAUUSD,2018-04-23 14:11:00+00:00,2018-05-10 11:03:00+00:00,-1,1322.529,1317.682,0.003363005727016415,101.21666666666667,False
XAUUSD,2018-05-15 12:31:00+00:00,2018-05-25 12:49:00+00:00,-1,1304.508,1306.908,-0.002146732213556886,60.075,False
XAUUSD,2018-06-14 10:08:00+00:00,2018-06-15 13:09:00+00:00,1,1305.522,1291.349,-0.011160874979513347,6.754166666666666,False
XAUUSD,2018-06-15 13:10:00+00:00,2018-07-09 04:13:00+00:00,-1,1291.349,1259.258,0.024544804666231244,141.7625,False
XAUUSD,2018-07-13 09:18:00+00:00,2018-08-24 14:03:00+00:00,-1,1239.689,1199.318,0.032247966702407205,253.1875,False
XAUUSD,2018-09-20 14:03:00+00:00,2018-09-21 13:14:00+00:00,1,1207.978,1193.249,-0.012522161469584847,5.795833333333333,False
XAUUSD,2018-09-26 18:36:00+00:00,2018-10-11 12:35:00+00:00,-1,1191.678,1206.799,-0.013026677790106035,88.49583333333334,False
XAUUSD,2018-10-11 12:43:00+00:00,2018-10-30 10:23:00+00:00,1,1209.078,1221.398,0.009857121356710241,113.41666666666667,False
XAUUSD,2018-11-09 13:21:00+00:00,2018-11-20 07:26:00+00:00,-1,1215.54,1224.968,-0.00808662596475077,64.52083333333333,False
XAUUSD,2018-12-03 07:07:00+00:00,2018-12-14 14:19:00+00:00,1,1228.468,1234.055,0.004221644903261046,67.8,False
XAUUSD,2018-12-18 11:05:00+00:00,2019-01-18 13:30:00+00:00,1,1249.748,1281.565,0.02513464560125689,186.60416666666666,False
XAUUSD,2019-01-22 04:57:00+00:00,2019-01-25 14:44:00+00:00,-1,1277.478,1293.978,-0.013231262105821984,20.445833333333333,False
XAUUSD,2019-01-25 15:19:00+00:00,2019-02-11 14:19:00+00:00,1,1296.855,1303.958,0.0051678610390462065,101.75,False
XAUUSD,2019-02-18 01:04:00+00:00,2019-02-27 16:17:00+00:00,1,1323.285,1321.035,-0.0020022894101557887,57.80416666666667,False
XAUUSD,2019-03-01 12:59:00+00:00,2019-03-13 10:09:00+00:00,-1,1305.988,1308.805,-0.002463646472474933,71.29166666666667,False
XAUUSD,2019-03-25 10:30:00+00:00,2019-03-28 12:54:00+00:00,1,1318.868,1300.508,-0.014222162921092796,18.6,False
XAUUSD,2019-04-01 18:34:00+00:00,2019-04-09 12:00:00+00:00,-1,1288.025,1301.688,-0.010919961951352164,46.358333333333334,False
XAUUSD,2019-04-15 08:07:00+00:00,2019-04-26 16:48:00+00:00,-1,1286.265,1288.605,-0.002130529949885899,68.17083333333333,False
XAUUSD,2019-05-02 12:21:00+00:00,2019-05-08 06:02:00+00:00,-1,1269.585,1287.468,-0.014403037691480622,34.420833333333334,False
XAUUSD,2019-05-08 09:51:00+00:00,2019-05-17 14:01:00+00:00,1,1288.605,1280.115,-0.006897862748825534,55.041666666666664,False
XAUUSD,2019-05-21 13:35:00+00:00,2019-05-30 15:04:00+00:00,-1,1270.375,1286.928,-0.01334697974688543,54.37083333333333,False
XAUUSD,2019-05-31 14:38:00+00:00,2019-07-31 18:50:00+00:00,1,1301.685,1414.028,0.08598532128413794,367.05,False
XAUUSD,2019-08-01 19:50:00+00:00,2019-08-22 12:00:00+00:00,1,1445.788,1492.775,0.0322181096938563,124.04166666666667,False
XAUUSD,2019-08-23 15:08:00+00:00,2019-09-05 14:16:00+00:00,1,1526.528,1519.998,-0.004539118952426424,77.78333333333333,False
XAUUSD,2019-09-10 01:00:00+00:00,2019-09-20 18:19:00+00:00,-1,1492.775,1512.538,-0.013508868901060254,64.32916666666667,False
XAUUSD,2019-09-30 08:39:00+00:00,2019-10-09 07:20:00+00:00,-1,1486.665,1510.228,-0.016120796655151783,53.670833333333334,False
XAUUSD,2019-10-25 12:28:00+00:00,2019-10-29 13:47:00+00:00,1,1511.478,1483.665,-0.018663366140143745,24.329166666666666,False
XAUUSD,2019-10-30 18:39:00+00:00,2019-10-31 12:32:00+00:00,-1,1481.098,1508.948,-0.019076263186256062,4.470833333333333,False
XAUUSD,2019-10-31 13:59:00+00:00,2019-11-05 15:07:00+00:00,1,1511.478,1486.655,-0.016685431685848573,30.283333333333335,False
XAUUSD,2019-11-05 16:34:00+00:00,2019-11-19 15:49:00+00:00,-1,1481.098,1471.765,0.006032150762577683,83.8125,False
XAUUSD,2019-12-03 14:30:00+00:00,2020-02-04 14:03:00+00:00,1,1477.728,1559.095,0.05478413021473294,377.8875,False
XAUUSD,2020-02-18 13:31:00+00:00,2020-02-28 15:36:00+00:00,1,1589.345,1587.805,-0.0012204750415999444,60.520833333333336,False
