mp,s0_base,s0_univ25,s0_diff,s1_base,s1_univ25,s1_diff,s2_base,s2_univ25,s2_diff,s3_base,s3_univ25,s3_diff,s4_base,s4_univ25,s4_diff,rob_mean_base,rob_mean_univ25,rob_mean_diff,emp_base,emp_univ25,emp_diff,p95_base,p95_univ25
8,0.16396128193638093,0.09554587563921135,-0.06841540629716958,0.16407363793458263,0.09749686465421781,-0.06657677328036482,0.1611924587326048,0.10209097774153397,-0.05910148099107082,0.16729803780545582,0.09654508899734382,-0.070752948808112,0.1639163418630596,0.10088313766676671,-0.06303320419629288,0.16408835165441676,0.09851238893981473,-0.06557596271460203,0.24643242987359737,0.19442941710806938,-0.05200301276552799,-0.2784085610965869,-0.36064561525889904
11,0.1761369297573121,0.10558597956724336,-0.07055095019006874,0.1715523879186005,0.10564025785142994,-0.06591213006717056,0.1684811259389405,0.11163734522890478,-0.05684378071003571,0.18012275620639362,0.10482083266485986,-0.07530192354153376,0.17368894626906872,0.10974306469416573,-0.063945881574903,0.17399642921806308,0.10748549600132074,-0.06651093321674234,0.2762786423412764,0.2103720034789156,-0.06590663886236081,-0.2923197771990058,-0.3537594029843838
