cfg,n_addon,fire_rate,fwd_mean_bps,fwd_sum,fwd_win,fwd_is,fwd_oos,best_year_share,addon_on_worst10_share,fwd_on_worst10
dz+0.5,231,0.19138359569179786,29.302840158241967,0.6768956076553894,0.6883116883116883,0.4802630409323518,0.19663256672303764,0.39099407377349477,0.27705627705627706,-0.4312974984810214
dz+1.0,66,0.05468102734051367,32.922873484070685,0.21729096499486653,0.6363636363636364,0.16309556595476643,0.05419539904010009,0.41012434424412025,0.30303030303030304,-0.13639947241451889
prof+0.5%,220,0.18227009113504558,16.323857793937474,0.3591248714666244,0.7909090909090909,0.1764467938155688,0.18267807765105562,0.2660733121057089,0.013636363636363636,-0.04875353269720762
zrev1.25,1117,0.9254349627174814,9.774461233578041,1.0918073197906673,0.7448522829006267,0.6441532739842406,0.44765404580642654,0.1601425413432101,0.10832587287376902,-0.9136692619461428
uw20,423,0.3504556752278376,14.964850032367846,0.6330131563691599,0.7281323877068558,0.36190753334939146,0.2711056230197684,0.19179657416623602,0.2789598108747045,-0.4728276972391119
